"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3640335.06617812,2494815.43601964,322582,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3582326.1890723,2424290.07638337,107554,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,3e-04,5e-04,1500,1109,18,9,34,9,52,354,1500,2,1109
4,3601288.58278735,2428386.32991618,152201,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,6e-04,9e-04,3000,2198,48,27,95,21,142,333,1500,3,2198
5,3539604.11279328,2401418.58410701,210427,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,6e-04,9e-04,3000,2084,77,36,151,41,216,0,0,8,2084
6,3439279.34984663,2347925.33877108,260527,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,6e-04,8e-04,3000,1958,99,46,175,53,264,0,0,12,1958
7,3293759.74743896,2268240.10240612,392719,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,5e-04,8e-04,3000,1799,140,94,177,46,305,0,0,16,1799
8,3067551.02653248,2132594.45835503,153811,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,6e-04,8e-04,3000,1731,50,27,100,23,139,0,0,4,1731
9,2943721.93390547,2079072.05900045,79916,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,6e-04,8e-04,3000,1685,24,8,47,16,69,0,0,3,1685
10,2857682.67471467,2050533.16477878,39274,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,6e-04,8e-04,3000,1648,16,9,26,7,41,0,0,1,1648
11,2793042.99420487,2034808.11246347,41061,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,6e-04,8e-04,3000,1622,10,5,24,5,32,0,0,1,1622
12,2729334.97108824,2015673.21641448,129219,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,6e-04,8e-04,3000,1559,35,23,75,12,99,0,0,2,1559
