"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3640798.25647912,2494925.64942681,322596,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3497403.97701693,2404097.51854378,106659,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,2e-04,3e-04,1000,730,16,11,32,5,44,245,1000,1,730
4,3523026.8870607,2407151.08062624,150872,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,4e-04,6e-04,2000,1422,41,17,82,24,118,241,1000,4,1422
5,3479296.58940705,2382131.89070828,208740,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,4e-04,6e-04,2000,1348,52,34,89,18,133,0,0,2,1348
6,3404156.78611458,2332967.88669909,258869,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,4e-04,5e-04,2000,1258,67,42,101,25,166,0,0,8,1258
7,3298951.89514965,2262085.53737773,391652,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,4e-04,5e-04,2000,1163,78,47,107,31,176,0,0,11,1163
8,3069489.14039162,2126245.98994964,153353,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,4e-04,5e-04,2000,1120,24,9,60,15,85,0,0,2,1120
9,2949787.4560279,2074022.74814449,79722,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,4e-04,5e-04,2000,1090,18,6,29,12,45,0,0,1,1090
10,2863324.23418667,2045768.88987816,39182,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,4e-04,5e-04,2000,1068,9,3,21,6,27,0,0,0,1068
11,2798375.76559797,2030305.64674262,40971,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,4e-04,5e-04,2000,1042,12,4,19,8,32,0,0,1,1042
12,2734434.01219253,2011441.96830067,128948,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,4e-04,5e-04,2000,1009,23,16,63,7,76,0,0,3,1009
