"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.9319126,0.037593,0.8107988,0.977636,"     ",""
"S g12 c1 a18 t5",0.9731529,0.0189417,0.8974653,0.9933825,"     ",""
"S g12 c1 a22 t9",0.8801936,0.0622813,0.697764,0.9589818,"     ",""
"S g12 c1 a25 t12",0.7773626,0.050834,0.6625486,0.8612908,"     ",""
"S g16 c1 a25 t8",0.9451365,0.0300837,0.8467524,0.981722,"     ",""
"S g20 c1 a25 t4",0.8667525,0.0352066,0.7816081,0.9220138,"     ",""
"S g60 c1 a73 t12",0.7898307,0.1519931,0.3844431,0.9576511,"     ",""
"S g64 c1 a73 t8",0.9488275,0.0514736,0.6989205,0.9932931,"     ",""
"S g68 c1 a73 t4",0.8750194,0.0962722,0.5549421,0.9751932,"     ",""
"r g16 c1 a25 t8",0.2756722,0.1446969,0.0842191,0.6116592,"     ",""
"r g64 c1 a73 t8",0.0847488,0.1097597,0.0057489,0.5972387,"     ",""
"R g12 c1 a14 t1",0.0093832,0.0027922,0.0052296,0.0167801,"     ",""
"R g12 c1 a18 t5",0.0214439,0.0054365,0.0130166,0.035133,"     ",""
"R g12 c1 a22 t9",0.0087773,0.0029342,0.0045512,0.0168611,"     ",""
"R g12 c1 a25 t12",0.0178891,0.0043892,0.0110396,0.0288644,"     ",""
"R g16 c1 a25 t8",0.0431328,0.0051423,0.0341059,0.0544144,"     ",""
"R g20 c1 a25 t4",0.0191118,0.0035374,0.0132817,0.0274299,"     ",""
"R g60 c1 a73 t12",0.0089906,0.0048491,0.0031123,0.0256852,"     ",""
"R g64 c1 a73 t8",0.0219582,0.0106765,0.0084025,0.0561453,"     ",""
"R g68 c1 a73 t4",0.0096111,0.0049178,0.0035128,0.0260192,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
