"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.8707828,0.0943912,0.5655426,0.9721346,"     ",""
"S g12 c1 a18 t5",0.9716737,0.0217442,0.8794051,0.9938409,"     ",""
"S g12 c1 a22 t9",0.7202655,0.1538372,0.3656955,0.9199955,"     ",""
"S g12 c1 a25 t12",0.8151741,0.0554324,0.6819763,0.900707,"     ",""
"S g16 c1 a25 t8",0.983266,0.0034851,0.9748713,0.9888883,"     ",""
"S g20 c1 a25 t4",0.9202762,0.0306011,0.8359788,0.9631589,"     ",""
"S g60 c1 a73 t12",0.828526,0.1414614,0.4070007,0.9714411,"     ",""
"S g62 c1 a73 t7",0.9847028,0.0159512,0.8898413,0.9980544,"     ",""
"S g66 c1 a73 t4",0.9267181,0.0754809,0.5887697,0.9911266,"     ",""
"r g16 c1 a25 t8",0.9999999,0.0001762908,1.007297e-301,1,"     ",""
"r g62 c1 a73 t7",7.098682e-16,0,7.098682e-16,7.098682e-16,"     ",""
"R g12 c1 a14 t1",0.0273729,0.0108408,0.0125113,0.0588361,"     ",""
"R g12 c1 a18 t5",0.043031,0.0160081,0.020557,0.0878704,"     ",""
"R g12 c1 a22 t9",0.0177196,0.0079666,0.0073018,0.0423665,"     ",""
"R g12 c1 a25 t12",0.0269138,0.0067417,0.0164252,0.043802,"     ",""
"R g16 c1 a25 t8",0.0644964,0.0072465,0.0516675,0.080241,"     ",""
"R g20 c1 a25 t4",0.0413651,0.0084315,0.0276573,0.0614377,"     ",""
"R g60 c1 a73 t12",0.0108919,0.0058496,0.0037846,0.0309319,"     ",""
"R g62 c1 a73 t7",0.0267155,0.0132551,0.0100052,0.0693787,"     ",""
"R g66 c1 a73 t4",0.0168895,0.0089708,0.0059231,0.0471961,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
