"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3635419.52653087,2493645.81227875,322431,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3462026.93118984,2395515.03823573,106278,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,3e-04,5e-04,1500,1124,19,14,29,5,44,349,1500,0,1124
4,3485875.99109209,2397057.44768686,150239,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,6e-04,9e-04,3000,2156,42,19,112,23,145,387,1500,4,2156
5,3508813.19685962,2386798.84399958,209147,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,6e-04,9e-04,3000,2046,74,43,140,31,208,0,0,9,2046
6,3556679.74805979,2367904.22271787,262744,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,5e-04,8e-04,3000,1920,85,42,192,43,266,0,0,15,1920
7,3405850.76354364,2290909.13125779,396641,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,5e-04,8e-04,3000,1762,134,89,178,45,297,0,0,15,1762
8,3167968.25675433,2156165.95666431,155511,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,5e-04,8e-04,3000,1696,43,21,93,22,131,0,0,2,1696
9,3040289.90099698,2104847.73808284,80906,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,5e-04,8e-04,3000,1651,25,14,42,11,64,0,0,1,1651
10,2950625.21447499,2078349.11677563,39803,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,5e-04,8e-04,3000,1621,10,7,19,3,28,0,0,0,1621
11,2883305.65139966,2064718.21823401,41663,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,5e-04,8e-04,3000,1575,18,11,21,7,39,0,0,1,1575
12,2817071.98368515,2047574.8280591,131262,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,5e-04,7e-04,3000,1505,40,21,72,19,104,0,0,4,1505
