"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8141487,0.0455678,0.708257,0.8876999,"     ",""
"S g12 c1 a16 t5",0.9080213,0.0296563,0.8311419,0.9519229,"     ",""
"S g12 c1 a20 t9",0.8281416,0.0613426,0.6743079,0.9181364,"     ",""
"S g13 c1 a25 t12",0.8777237,0.0339515,0.7942954,0.9302854,"     ",""
"S g17 c1 a25 t8",0.9363295,0.0199576,0.8841267,0.9659206,"     ",""
"S g21 c1 a25 t4",0.8671201,0.0264237,0.8063164,0.9109437,"     ",""
"S g61 c1 a73 t12",0.9339162,0.1356956,0.1596338,0.9990498,"     ",""
"S g65 c1 a73 t8",0.9666139,0.0690069,0.3046063,0.9994777,"     ",""
"S g69 c1 a73 t4",0.9277845,0.1423226,0.1665473,0.9987908,"     ",""
"r g17 c1 a25 t8",0.2332424,0.0704357,0.1232473,0.3969589,"     ",""
"r g65 c1 a73 t8",0.2530057,0.4729187,0.0025045,0.9785817,"     ",""
"R g12 c1 a12 t1",0.0151388,0.0034578,0.0096624,0.023645,"     ",""
"R g12 c1 a16 t5",0.0308502,0.0063977,0.0204988,0.0461823,"     ",""
"R g12 c1 a20 t9",0.0116489,0.0031191,0.0068827,0.0196501,"     ",""
"R g13 c1 a25 t12",0.0163436,0.0028694,0.011575,0.0230312,"     ",""
"R g17 c1 a25 t8",0.0429473,0.0039146,0.0358966,0.0513091,"     ",""
"R g21 c1 a25 t4",0.0212099,0.0028828,0.0162381,0.0276612,"     ",""
"R g61 c1 a73 t12",0.0098624,0.0053075,0.003421,0.0280905,"     ",""
"R g65 c1 a73 t8",0.026197,0.0128182,0.009948,0.0671863,"     ",""
"R g69 c1 a73 t4",0.012824,0.0065193,0.0047122,0.034417,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
