"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.942302,0.0595261,0.6563764,0.9928893,"     ",""
"S g12 c1 a18 t5",0.9412786,0.0438528,0.771959,0.9869967,"     ",""
"S g12 c1 a22 t9",0.6695265,0.1681022,0.3136609,0.899813,"     ",""
"S g12 c1 a25 t12",0.7052709,0.1171561,0.4422171,0.8783845,"     ",""
"S g16 c1 a25 t8",0.9498324,0.0334508,0.8270696,0.9868336,"     ",""
"S g20 c1 a25 t4",0.9507145,0.0447704,0.7477867,0.992095,"     ",""
"S g60 c1 a73 t11",0.9999999,0.0002970708,3.845159e-302,1,"     ",""
"S g63 c1 a73 t8",1,3.754651e-05,3.042319e-301,1,"     ",""
"S g66 c1 a73 t4",1,3.685209e-05,3.099648e-301,1,"     ",""
"r g16 c1 a25 t8",0.2785518,0.1826006,0.0610776,0.6962016,"     ",""
"r g63 c1 a73 t8",0.0001252293,0,0.0001252293,0.0001252293,"     ",""
"R g12 c1 a14 t1",0.0338605,0.0118127,0.0169766,0.066402,"     ",""
"R g12 c1 a18 t5",0.0609849,0.0177882,0.0341242,0.1066544,"     ",""
"R g12 c1 a22 t9",0.0401787,0.0191442,0.0155749,0.0997123,"     ",""
"R g12 c1 a25 t12",0.0249892,0.0107117,0.0107111,0.0571995,"     ",""
"R g16 c1 a25 t8",0.0382431,0.0065172,0.0273291,0.0532768,"     ",""
"R g20 c1 a25 t4",0.0210073,0.0055854,0.0124444,0.035252,"     ",""
"R g60 c1 a73 t11",0.0169603,0.0093588,0.0057091,0.0492857,"     ",""
"R g63 c1 a73 t8",0.0260697,0.0137095,0.0092039,0.0716077,"     ",""
"R g66 c1 a73 t4",0.0142391,0.0083246,0.004497,0.0441504,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
