"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3643252.22691984,2495509.55725644,322672,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3466847.51373776,2396901.92853617,106340,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,2e-04,3e-04,1000,754,7,6,36,1,44,224,1000,4,754
4,3504178.19549178,2401793.55956711,150536,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,4e-04,6e-04,2000,1488,27,13,53,14,78,215,1000,3,1488
5,3509240.31256021,2387833.28084082,209238,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,4e-04,6e-04,2000,1409,53,34,94,19,142,0,0,4,1409
6,3443709.07320832,2341932.59884149,259862,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,4e-04,6e-04,2000,1341,48,17,116,31,159,0,0,10,1341
7,3289616.5049213,2260653.2612061,391405,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,4e-04,5e-04,2000,1232,87,58,122,29,194,0,0,9,1232
8,3068353.84078803,2126448.98781494,153370,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,4e-04,6e-04,2000,1191,23,12,79,11,102,0,0,2,1191
9,2944626.08124474,2073217.14348465,79691,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,4e-04,6e-04,2000,1151,22,17,34,5,55,0,0,1,1151
10,2858111.76446604,2044779.72025162,39163,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,4e-04,5e-04,2000,1121,9,3,16,6,22,0,0,0,1121
11,2793358.37884138,2029198.35012495,40950,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,4e-04,5e-04,2000,1095,9,6,24,3,31,0,0,0,1095
12,2729573.00264873,2010219.12371608,128872,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,4e-04,5e-04,2000,1058,25,9,56,16,77,0,0,0,1058
