"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8723891,0.0433982,0.7610028,0.9362142,"     ",""
"S g12 c1 a16 t5",0.9638232,0.018466,0.9041734,0.9868812,"     ",""
"S g12 c1 a20 t9",0.7719874,0.0723499,0.6020364,0.8834153,"     ",""
"S g13 c1 a25 t12",0.8238842,0.0354651,0.7434209,0.8830826,"     ",""
"S g17 c1 a25 t8",0.973553,0.0128629,0.9325563,0.9898992,"     ",""
"S g21 c1 a25 t4",0.9042677,0.0235573,0.8471217,0.941527,"     ",""
"S g61 c1 a73 t12",0.6802858,0.1625656,0.3296224,0.9020369,"     ",""
"S g65 c1 a73 t8",0.9436413,0.0446511,0.763583,0.9886103,"     ",""
"S g69 c1 a73 t4",0.811191,0.1214927,0.4757736,0.9531364,"     ",""
"r g17 c1 a25 t8",0.4107344,0.1975543,0.1233862,0.7753702,"     ",""
"r g65 c1 a73 t8",0.228737,0.1773808,0.0396895,0.6803233,"     ",""
"R g12 c1 a12 t1",0.0233325,0.0043372,0.0161852,0.0335286,"     ",""
"R g12 c1 a16 t5",0.0346966,0.0058956,0.0248239,0.0483012,"     ",""
"R g12 c1 a20 t9",0.0137041,0.0031941,0.0086678,0.0216031,"     ",""
"R g13 c1 a25 t12",0.015397,0.0025633,0.011102,0.0213178,"     ",""
"R g17 c1 a25 t8",0.0388803,0.0030237,0.0333686,0.0452599,"     ",""
"R g21 c1 a25 t4",0.0261832,0.0030795,0.0207788,0.0329459,"     ",""
"R g61 c1 a73 t12",0.0089319,0.0042213,0.0035268,0.0224341,"     ",""
"R g65 c1 a73 t8",0.022783,0.0101639,0.0094385,0.0539662,"     ",""
"R g69 c1 a73 t4",0.0152592,0.0069959,0.0061832,0.0371596,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
