"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8610909,0.0434188,0.7526719,0.9266169,"     ",""
"S g12 c1 a16 t5",0.8913158,0.0373101,0.7940251,0.9457895,"     ",""
"S g12 c1 a20 t9",0.6162324,0.1103751,0.3914579,0.8003306,"     ",""
"S g13 c1 a25 t12",0.8085758,0.0444928,0.7062764,0.8812371,"     ",""
"S g17 c1 a25 t8",0.9556995,0.0180143,0.9035661,0.9802645,"     ",""
"S g21 c1 a25 t4",0.9422189,0.018926,0.8918921,0.9699078,"     ",""
"S g61 c1 a73 t12",0.837154,0.2158263,0.1875865,0.9913386,"     ",""
"S g65 c1 a73 t8",0.9633099,0.0563205,0.5360891,0.9983264,"     ",""
"S g69 c1 a73 t4",0.9520289,0.0710674,0.4845094,0.9976193,"     ",""
"r g17 c1 a25 t8",0.3756823,0.149944,0.146673,0.6781115,"     ",""
"r g65 c1 a73 t8",0.1732831,0.291121,0.0038894,0.9183788,"     ",""
"R g12 c1 a12 t1",0.0380307,0.0093068,0.0234491,0.0611124,"     ",""
"R g12 c1 a16 t5",0.0479867,0.0112437,0.0301765,0.0754902,"     ",""
"R g12 c1 a20 t9",0.021599,0.0067655,0.0116497,0.0397042,"     ",""
"R g13 c1 a25 t12",0.0271306,0.0056545,0.0179954,0.040711,"     ",""
"R g17 c1 a25 t8",0.0598629,0.0056432,0.0497128,0.0719285,"     ",""
"R g21 c1 a25 t4",0.0475661,0.0062327,0.0367367,0.0613843,"     ",""
"R g61 c1 a73 t12",0.0181964,0.0093089,0.0066303,0.0489442,"     ",""
"R g65 c1 a73 t8",0.0405995,0.018183,0.0166671,0.095557,"     ",""
"R g69 c1 a73 t4",0.0321245,0.0148203,0.0128723,0.0778987,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
