"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a13 t1",0.8848548,0.03967,0.7817844,0.9428034,"     ",""
"S g12 c1 a17 t5",0.9459915,0.0231887,0.8779883,0.9770825,"     ",""
"S g12 c1 a21 t9",0.7646329,0.0698996,0.6027631,0.8742981,"     ",""
"S g13 c1 a25 t12",0.7864683,0.0389873,0.7003031,0.8530584,"     ",""
"S g17 c1 a25 t8",0.9520569,0.0177958,0.9024235,0.9770848,"     ",""
"S g21 c1 a25 t4",0.8970388,0.0247957,0.8373378,0.93649,"     ",""
"S g61 c1 a73 t12",0.6617701,0.1300666,0.3851484,0.8593784,"     ",""
"S g65 c1 a73 t7",0.9134127,0.0571925,0.718836,0.9775416,"     ",""
"S g68 c1 a73 t4",0.8223238,0.0898344,0.5810442,0.9391911,"     ",""
"r g17 c1 a25 t8",0.2252042,0.0833946,0.1022606,0.4258439,"     ",""
"r g65 c1 a73 t7",0.0371304,0.041204,0.0040122,0.2696155,"     ",""
"R g12 c1 a13 t1",0.0208039,0.0046049,0.0134578,0.0320299,"     ",""
"R g12 c1 a17 t5",0.0337043,0.0068038,0.0226362,0.0499077,"     ",""
"R g12 c1 a21 t9",0.0216327,0.0055887,0.0130063,0.0357732,"     ",""
"R g13 c1 a25 t12",0.0240095,0.0042724,0.0169172,0.0339724,"     ",""
"R g17 c1 a25 t8",0.0373568,0.0034176,0.0312061,0.0446638,"     ",""
"R g21 c1 a25 t4",0.0230918,0.0032052,0.0175775,0.0302827,"     ",""
"R g61 c1 a73 t12",0.0177313,0.0079282,0.0073424,0.042195,"     ",""
"R g65 c1 a73 t7",0.0276875,0.0115752,0.0121111,0.0620387,"     ",""
"R g68 c1 a73 t4",0.0170494,0.0073094,0.0073236,0.0391814,"     ",""
"p g12 c1 a14 t2",0,0,0,0,"Fixed",""
"r g12 c1 a13 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a13 t1",1,0,1,1,"Fixed",""
