"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3636815.25561326,2493977.91780281,322474,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3432339.60168235,2388493.85368615,105967,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,1e-04,2e-04,500,368,7,5,15,2,21,117,500,1,368
4,3456062.28177397,2389086.41499012,149740,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,2e-04,3e-04,1000,710,15,5,38,10,52,129,500,1,710
5,3410087.87111192,2361541.36762335,206935,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,2e-04,3e-04,1000,672,26,17,41,9,66,0,0,3,672
6,3312022.31344681,2304953.45050553,255761,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,2e-04,3e-04,1000,638,23,9,64,14,85,0,0,3,638
7,3150407.57532282,2218086.40360826,384037,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,2e-04,3e-04,1000,582,45,29,51,16,90,0,0,8,582
8,2932528.87580097,2080959.48635337,150092,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,2e-04,3e-04,1000,554,20,8,24,12,43,0,0,2,554
9,2814819.12119555,2025459.17304388,77859,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,2e-04,3e-04,1000,540,5,4,13,1,17,0,0,0,540
10,2732917.01850618,1994618.27004843,38207,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,2e-04,3e-04,1000,525,4,2,5,2,9,0,0,0,525
11,2671518.68336197,1976492.73911348,39889,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,2e-04,3e-04,1000,513,8,4,5,4,13,0,0,0,513
12,2611002.98249417,1955148.13867301,125343,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,2e-04,3e-04,1000,493,14,5,26,9,39,0,0,2,493
