"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8605203,0.0273923,0.7977522,0.9061011,"     ",""
"S g12 c1 a16 t5",0.9500806,0.0145063,0.9126673,0.9719585,"     ",""
"S g12 c1 a20 t9",0.6772758,0.0547901,0.5621678,0.7742727,"     ",""
"S g13 c1 a25 t12",0.8010086,0.0237569,0.7503502,0.843531,"     ",""
"S g17 c1 a25 t8",0.9733373,0.0075071,0.9539331,0.9846993,"     ",""
"S g21 c1 a25 t4",0.9220799,0.0115949,0.8961018,0.9419831,"     ",""
"S g61 c1 a73 t12",0.6690915,0.1098105,0.4333955,0.8423966,"     ",""
"S g65 c1 a73 t8",0.9482864,0.0283679,0.8550945,0.9827534,"     ",""
"S g69 c1 a73 t4",0.855995,0.0654637,0.6773282,0.9439227,"     ",""
"r g17 c1 a25 t8",0.8124361,0.2265726,0.1902601,0.9876315,"     ",""
"r g65 c1 a73 t8",0.1798439,0.117128,0.0442003,0.5097503,"     ",""
"R g12 c1 a12 t1",0.0389954,0.005283,0.0298621,0.050776,"     ",""
"R g12 c1 a16 t5",0.0540893,0.0067744,0.0422482,0.0690102,"     ",""
"R g12 c1 a20 t9",0.0248876,0.0041308,0.0179545,0.0344043,"     ",""
"R g13 c1 a25 t12",0.0294109,0.0032126,0.0237272,0.0364054,"     ",""
"R g17 c1 a25 t8",0.0635739,0.0031016,0.057759,0.0699309,"     ",""
"R g21 c1 a25 t4",0.0459619,0.0035633,0.0394617,0.0534733,"     ",""
"R g61 c1 a73 t12",0.0153737,0.0047893,0.0083283,0.0282096,"     ",""
"R g65 c1 a73 t8",0.0337992,0.0099094,0.018934,0.0596257,"     ",""
"R g69 c1 a73 t4",0.0242223,0.0072875,0.0133832,0.0434536,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
