"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3652313.76907677,2497665.69790353,322950,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3473426.95975996,2398744.9804248,106422,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,3e-04,5e-04,1500,1082,21,12,39,9,55,380,1500,1,1082
4,3518318.13480163,2405630.01722965,150776,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,6e-04,9e-04,3000,2186,34,23,96,11,126,332,1500,1,2186
5,3493416.94276216,2384960.09429407,208985,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,6e-04,9e-04,3000,2074,77,35,141,42,210,0,0,14,2074
6,3400633.66228518,2332052.80664804,258768,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,6e-04,8e-04,3000,1957,90,41,175,49,254,0,0,9,1957
7,3267119.07138329,2254330.21596905,390310,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,5e-04,8e-04,3000,1796,130,79,181,51,297,0,0,12,1796
8,3044056.36360351,2119055.18584866,152837,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,6e-04,8e-04,3000,1719,51,24,99,27,144,0,0,1,1719
9,2923035.50459388,2065775.33181542,79407,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,6e-04,8e-04,3000,1671,28,16,51,12,77,0,0,1,1671
10,2837121.84244069,2036882.23914347,39013,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,6e-04,8e-04,3000,1628,23,13,21,10,41,0,0,0,1628
11,2772916.3661391,2020855.84839325,40781,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,6e-04,8e-04,3000,1595,13,8,29,5,40,0,0,1,1595
12,2709681.32041058,2001462.56487567,128312,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,6e-04,8e-04,3000,1528,45,24,99,21,137,0,0,4,1528
