"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a13 t1",0.945753,0.0375744,0.8058023,0.9865323,"     ",""
"S g12 c1 a17 t5",0.9529436,0.030153,0.8442573,0.9869543,"     ",""
"S g12 c1 a21 t9",0.834876,0.0842934,0.6039961,0.9436955,"     ",""
"S g13 c1 a25 t12",0.8169216,0.0537844,0.6879991,0.9002922,"     ",""
"S g17 c1 a25 t8",0.9470123,0.0286933,0.8535238,0.9820842,"     ",""
"S g21 c1 a25 t4",0.9389733,0.032363,0.8356919,0.9789676,"     ",""
"S g61 c1 a73 t12",0.6302992,0.2869017,0.1324242,0.950107,"     ",""
"S g64 c1 a73 t8",0.8722637,0.127395,0.4207004,0.9846647,"     ",""
"S g68 c1 a73 t4",0.8546251,0.1559391,0.3343191,0.9856762,"     ",""
"r g17 c1 a25 t8",0.1746653,0.0935258,0.0560135,0.430131,"     ",""
"r g64 c1 a73 t8",2.883496e-08,3.628477e-05,1.60399800246826e-316,1,"     ",""
"R g12 c1 a13 t1",0.0165446,0.0048771,0.0092622,0.029383,"     ",""
"R g12 c1 a17 t5",0.0307688,0.007874,0.0185693,0.0505701,"     ",""
"R g12 c1 a21 t9",0.013345,0.0046328,0.0067408,0.0262485,"     ",""
"R g13 c1 a25 t12",0.0182684,0.0047784,0.0109181,0.0304149,"     ",""
"R g17 c1 a25 t8",0.0418479,0.0053491,0.0325326,0.0536824,"     ",""
"R g21 c1 a25 t4",0.0226214,0.0043945,0.0154352,0.033041,"     ",""
"R g61 c1 a73 t12",0.0112075,0.0086654,0.002442,0.0498641,"     ",""
"R g64 c1 a73 t8",0.0259139,0.0184126,0.0063281,0.1000172,"     ",""
"R g68 c1 a73 t4",0.0139019,0.0102276,0.0032559,0.057355,"     ",""
"p g12 c1 a14 t2",0,0,0,0,"Fixed",""
"r g12 c1 a13 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a13 t1",1,0,1,1,"Fixed",""
