"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3634422.73650112,2493408.6319553,322400,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3480046.53498361,2399772.15404521,106467,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,2e-04,2e-04,750,557,10,6,16,4,26,172,750,1,557
4,3476677.3484258,2395396.59037718,150135,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,3e-04,4e-04,1500,1076,29,10,68,19,95,189,750,1,1076
5,3545529.37916269,2395760.50549581,209931,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,3e-04,4e-04,1500,1024,35,21,74,14,106,0,0,3,1024
6,3469694.24044274,2348552.82185282,260597,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,3e-04,4e-04,1500,960,47,21,79,26,120,0,0,5,960
7,3311646.27340953,2267112.2849473,392522,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,3e-04,4e-04,1500,881,69,47,84,22,143,0,0,8,881
8,3074297.33830723,2129690.90318867,153603,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,3e-04,4e-04,1500,853,19,12,48,7,65,0,0,2,853
9,2955877.72791338,2077839.48106727,79870,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,3e-04,4e-04,1500,820,22,14,29,8,50,0,0,0,820
10,2869262.26203831,2049667.19854783,39257,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,3e-04,4e-04,1500,801,7,3,14,4,22,0,0,1,801
11,2804207.53939134,2034303.1771478,41053,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,3e-04,4e-04,1500,777,7,4,12,3,17,0,0,0,777
12,2740143.88792259,2015530.0588439,129209,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,3e-04,4e-04,1500,753,15,9,43,6,58,0,0,3,753
