"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8682053,0.0413874,0.7642734,0.9304817,"     ",""
"S g12 c1 a16 t5",0.9547024,0.0191592,0.8984213,0.9804777,"     ",""
"S g12 c1 a20 t9",0.6649724,0.0779968,0.499834,0.7976593,"     ",""
"S g13 c1 a25 t12",0.7455882,0.0377542,0.6648786,0.8123461,"     ",""
"S g17 c1 a25 t8",0.9688662,0.0122735,0.9334127,0.9857315,"     ",""
"S g21 c1 a25 t4",0.9067742,0.0223047,0.8529238,0.9422431,"     ",""
"S g61 c1 a73 t12",0.5651269,0.1690663,0.2523044,0.8334602,"     ",""
"S g65 c1 a73 t8",0.9324286,0.0488532,0.7511703,0.9843937,"     ",""
"S g69 c1 a73 t4",0.8117843,0.1109452,0.5096086,0.9470926,"     ",""
"r g17 c1 a25 t8",0.3967629,0.1553932,0.1555781,0.7013137,"     ",""
"r g65 c1 a73 t8",0.0864922,0.0766451,0.0139457,0.3879509,"     ",""
"R g12 c1 a12 t1",0.0144832,0.0031371,0.0094621,0.0221094,"     ",""
"R g12 c1 a16 t5",0.0258211,0.0050506,0.0175681,0.0378018,"     ",""
"R g12 c1 a20 t9",0.0168327,0.0041878,0.0103186,0.0273454,"     ",""
"R g13 c1 a25 t12",0.0241786,0.0039583,0.0175218,0.0332787,"     ",""
"R g17 c1 a25 t8",0.0369421,0.0028854,0.0316849,0.0430329,"     ",""
"R g21 c1 a25 t4",0.0208255,0.0027408,0.01608,0.0269331,"     ",""
"R g61 c1 a73 t12",0.014261,0.006809,0.0055676,0.036037,"     ",""
"R g65 c1 a73 t8",0.0219068,0.0098614,0.0090055,0.0523145,"     ",""
"R g69 c1 a73 t4",0.012266,0.0057128,0.0049041,0.0303424,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
