"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8795101,0.0246249,0.82235,0.9200663,"     ",""
"S g12 c1 a16 t5",0.9213876,0.017385,0.8798403,0.9493955,"     ",""
"S g12 c1 a20 t9",0.5990908,0.0552603,0.4876838,0.7011187,"     ",""
"S g14 c1 a25 t12",0.7746712,0.0258127,0.7201166,0.8212319,"     ",""
"S g18 c1 a25 t8",0.9642414,0.0083739,0.9436694,0.9774798,"     ",""
"S g22 c1 a25 t4",0.9438001,0.0106358,0.9189366,0.9613583,"     ",""
"S g62 c1 a73 t12",0.943424,0.0337822,0.8282689,0.9829508,"     ",""
"S g66 c1 a73 t8",0.9924123,0.0043511,0.9768214,0.9975425,"     ",""
"S g70 c1 a73 t4",0.9878722,0.0077004,0.9585246,0.9965289,"     ",""
"r g18 c1 a25 t8",0.6265591,0.146067,0.3304669,0.8508192,"     ",""
"r g66 c1 a73 t8",0.9999907,0.0114667,5.997998e-304,1,"     ",""
"R g12 c1 a12 t1",0.0357893,0.0049776,0.0272154,0.0469339,"     ",""
"R g12 c1 a16 t5",0.0508096,0.0065016,0.0394774,0.0651742,"     ",""
"R g12 c1 a20 t9",0.0237432,0.00412,0.0168766,0.0333088,"     ",""
"R g14 c1 a25 t12",0.0305729,0.0036759,0.0241345,0.0386609,"     ",""
"R g18 c1 a25 t8",0.0649075,0.0034237,0.0585112,0.0719495,"     ",""
"R g22 c1 a25 t4",0.0459211,0.0038623,0.0389179,0.0541135,"     ",""
"R g62 c1 a73 t12",0.0158418,0.00371,0.0099959,0.0250204,"     ",""
"R g66 c1 a73 t8",0.0342167,0.007365,0.0223779,0.0519858,"     ",""
"R g70 c1 a73 t4",0.0239776,0.0055543,0.015194,0.0376449,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
