"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8802209,0.0862021,0.5967669,0.9733262,"     ",""
"S g12 c1 a16 t5",0.8668761,0.0824499,0.616159,0.9635244,"     ",""
"S g12 c1 a20 t9",0.3679396,0.210253,0.0900467,0.7739816,"     ",""
"S g14 c1 a25 t12",0.625074,0.0955318,0.428537,0.7875308,"     ",""
"S g18 c1 a25 t8",0.9491083,0.0412287,0.7777901,0.9900365,"     ",""
"S g22 c1 a25 t4",0.9546412,0.0349042,0.8125737,0.9903073,"     ",""
"S g60 c1 a73 t12",0.7748612,0.1692572,0.3394658,0.9584177,"     ",""
"S g63 c1 a73 t8",0.9746833,0.0295553,0.7863509,0.997523,"     ",""
"S g65 c1 a73 t4",0.9775016,0.0263981,0.8051653,0.9978156,"     ",""
"r g18 c1 a25 t8",0.1413159,0.1129571,0.0258587,0.5050252,"     ",""
"r g63 c1 a73 t8",0.4480267,0.6565787,0.0044409,0.9932749,"     ",""
"R g12 c1 a12 t1",0.0209872,0.0096071,0.0085006,0.0508742,"     ",""
"R g12 c1 a16 t5",0.035044,0.0150075,0.0149892,0.0797588,"     ",""
"R g12 c1 a20 t9",0.0222516,0.0136075,0.0066352,0.07196,"     ",""
"R g14 c1 a25 t12",0.0212662,0.0095429,0.0087686,0.0506657,"     ",""
"R g18 c1 a25 t8",0.0335115,0.0064672,0.0229069,0.0487803,"     ",""
"R g22 c1 a25 t4",0.0200566,0.005644,0.0115236,0.0346866,"     ",""
"R g60 c1 a73 t12",0.0211005,0.0126905,0.0064235,0.0670497,"     ",""
"R g63 c1 a73 t8",0.0332537,0.0163044,0.0125696,0.0850431,"     ",""
"R g65 c1 a73 t4",0.0199002,0.0110387,0.0066516,0.0579962,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
