"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a13 t1",0.863556,0.0498789,0.7340818,0.9355266,"     ",""
"S g12 c1 a17 t5",0.9723999,0.0171169,0.9098578,0.991934,"     ",""
"S g12 c1 a21 t9",0.7706139,0.0793793,0.5821549,0.890117,"     ",""
"S g13 c1 a25 t12",0.8031293,0.0378677,0.7184026,0.8670802,"     ",""
"S g17 c1 a25 t8",0.97716,0.0125664,0.9341683,0.9923069,"     ",""
"S g21 c1 a25 t4",0.8848653,0.0240694,0.8286758,0.9243094,"     ",""
"S g61 c1 a73 t12",0.7249295,0.1384686,0.40324,0.9113376,"     ",""
"S g65 c1 a73 t8",0.9650821,0.0284261,0.8410255,0.9931222,"     ",""
"S g69 c1 a73 t4",0.832355,0.0999401,0.5494968,0.9528527,"     ",""
"r g17 c1 a25 t8",0.4147129,0.2267565,0.1019666,0.8155569,"     ",""
"r g65 c1 a73 t8",0.1685827,0.1642287,0.0199917,0.6683718,"     ",""
"R g12 c1 a13 t1",0.0162133,0.0035846,0.0104977,0.0249625,"     ",""
"R g12 c1 a17 t5",0.0199812,0.0042366,0.0131665,0.0302152,"     ",""
"R g12 c1 a21 t9",0.0089528,0.0023878,0.0053025,0.015078,"     ",""
"R g13 c1 a25 t12",0.0180456,0.0030225,0.012984,0.0250302,"     ",""
"R g17 c1 a25 t8",0.0398248,0.0030971,0.0341788,0.0463587,"     ",""
"R g21 c1 a25 t4",0.0324388,0.003595,0.0260861,0.0402746,"     ",""
"R g61 c1 a73 t12",0.0059864,0.0028449,0.0023539,0.0151392,"     ",""
"R g65 c1 a73 t8",0.0134101,0.0060808,0.0054912,0.0323767,"     ",""
"R g69 c1 a73 t4",0.0108676,0.0050292,0.0043725,0.0267514,"     ",""
"p g12 c1 a14 t2",0,0,0,0,"Fixed",""
"r g12 c1 a13 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a13 t1",1,0,1,1,"Fixed",""
