"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8529029,0.055916,0.7076506,0.9328368,"     ",""
"S g12 c1 a16 t5",0.9642734,0.0196263,0.8983355,0.9880156,"     ",""
"S g12 c1 a20 t9",0.7667357,0.0835581,0.5681423,0.8914525,"     ",""
"S g13 c1 a25 t12",0.7977623,0.0435807,0.6990818,0.8700956,"     ",""
"S g17 c1 a25 t8",0.9700517,0.0148097,0.922636,0.9887607,"     ",""
"S g21 c1 a25 t4",0.8743466,0.0273443,0.8103251,0.9189209,"     ",""
"S g61 c1 a73 t12",0.6825039,0.2077042,0.2472377,0.9336405,"     ",""
"S g65 c1 a73 t8",0.9463846,0.0483101,0.7319826,0.9913106,"     ",""
"S g69 c1 a73 t4",0.7913175,0.161092,0.3591309,0.9624897,"     ",""
"r g17 c1 a25 t8",0.4228067,0.2070256,0.1219627,0.7943665,"     ",""
"r g65 c1 a73 t8",0.0902297,0.1054191,0.0079398,0.5513751,"     ",""
"R g12 c1 a12 t1",0.0191811,0.0046394,0.0119169,0.0307355,"     ",""
"R g12 c1 a16 t5",0.0228659,0.0052585,0.0145391,0.0357885,"     ",""
"R g12 c1 a20 t9",0.0126739,0.0036685,0.0071742,0.0222951,"     ",""
"R g13 c1 a25 t12",0.0200527,0.003761,0.0138671,0.0289166,"     ",""
"R g17 c1 a25 t8",0.0359624,0.0032947,0.0300343,0.0430087,"     ",""
"R g21 c1 a25 t4",0.0302325,0.0038423,0.0235452,0.0387436,"     ",""
"R g61 c1 a73 t12",0.0148139,0.0086633,0.0046755,0.0459219,"     ",""
"R g65 c1 a73 t8",0.0266803,0.0146956,0.0089603,0.0767305,"     ",""
"R g69 c1 a73 t4",0.0223949,0.0126108,0.0073531,0.0661563,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
