"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8974154,0.0305878,0.8201863,0.9437498,"     ",""
"S g12 c1 a16 t5",0.9285488,0.022539,0.869751,0.9619645,"     ",""
"S g12 c1 a20 t9",0.7442353,0.0679905,0.5909782,0.8542323,"     ",""
"S g13 c1 a25 t12",0.8038558,0.0329814,0.731173,0.860633,"     ",""
"S g17 c1 a25 t8",0.9481952,0.015693,0.9072831,0.9716192,"     ",""
"S g21 c1 a25 t4",0.9249303,0.0170588,0.8838868,0.9522496,"     ",""
"S g61 c1 a73 t12",0.7544158,0.120475,0.4620228,0.9165837,"     ",""
"S g65 c1 a73 t8",0.9320625,0.0438329,0.7793797,0.9815772,"     ",""
"S g69 c1 a73 t4",0.9022991,0.0586222,0.714973,0.9714299,"     ",""
"r g17 c1 a25 t8",0.4978456,0.145736,0.2402683,0.7565716,"     ",""
"r g65 c1 a73 t8",0.1370199,0.1188186,0.0216732,0.5322638,"     ",""
"R g12 c1 a12 t1",0.0324216,0.0062675,0.0221492,0.0472282,"     ",""
"R g12 c1 a16 t5",0.0509955,0.0089318,0.036075,0.0716286,"     ",""
"R g12 c1 a20 t9",0.0187261,0.004507,0.0116623,0.029939,"     ",""
"R g13 c1 a25 t12",0.025945,0.0043819,0.0186088,0.0360671,"     ",""
"R g17 c1 a25 t8",0.0697697,0.0051889,0.0602601,0.0806513,"     ",""
"R g21 c1 a25 t4",0.0446797,0.0050053,0.035834,0.0555832,"     ",""
"R g61 c1 a73 t12",0.013299,0.0053296,0.0060433,0.0290115,"     ",""
"R g65 c1 a73 t8",0.0365646,0.013295,0.0177906,0.0736645,"     ",""
"R g69 c1 a73 t4",0.0231188,0.0087527,0.0109508,0.0481491,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
