"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.7683792,0.0754521,0.591032,0.8839244,"     ",""
"S g12 c1 a16 t5",0.9072302,0.0600387,0.7072562,0.9753605,"     ",""
"S g12 c1 a20 t9",0.6121793,0.1442245,0.3242799,0.8385036,"     ",""
"S g13 c1 a25 t12",0.8063295,0.0557148,0.6741588,0.8933678,"     ",""
"S g17 c1 a25 t8",0.9626777,0.0219592,0.886172,0.9884338,"     ",""
"S g21 c1 a25 t4",0.8974341,0.0353035,0.8049136,0.9488639,"     ",""
"S g61 c1 a73 t12",0.9587998,0.048561,0.6765144,0.9961533,"     ",""
"S g65 c1 a73 t8",0.9931118,0.0070199,0.95072,0.9990728,"     ",""
"S g69 c1 a73 t4",0.9799631,0.0245383,0.8085373,0.9982376,"     ",""
"r g17 c1 a25 t8",0.3334911,0.1939831,0.0829469,0.7346003,"     ",""
"r g65 c1 a73 t8",0.9999484,0.0416393,1.078583e-304,1,"     ",""
"R g12 c1 a12 t1",0.0349884,0.0103627,0.0194804,0.0620608,"     ",""
"R g12 c1 a16 t5",0.0502815,0.0148962,0.0279244,0.0889014,"     ",""
"R g12 c1 a20 t9",0.0166579,0.0069471,0.0073234,0.0374413,"     ",""
"R g13 c1 a25 t12",0.0141417,0.0039239,0.0081948,0.0242985,"     ",""
"R g17 c1 a25 t8",0.0429082,0.0052053,0.0337883,0.0543513,"     ",""
"R g21 c1 a25 t4",0.0297874,0.005256,0.0210436,0.0420083,"     ",""
"R g61 c1 a73 t12",0.007465,0.0037333,0.0027936,0.0197927,"     ",""
"R g65 c1 a73 t8",0.0229664,0.0103555,0.009424,0.0548907,"     ",""
"R g69 c1 a73 t4",0.0158426,0.0076947,0.0060817,0.040629,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
