"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3641607.94310472,2495118.30959598,322621,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3509896.65947842,2407094.85893261,106792,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,3e-04,5e-04,1500,1114,16,7,39,9,54,350,1500,0,1114
4,3436822.16635486,2387049.58274058,149612,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,6e-04,9e-04,3000,2162,40,20,113,20,142,370,1500,6,2162
5,3455955.06110005,2374312.80608429,208054,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,6e-04,9e-04,3000,2041,87,46,138,41,210,0,0,8,2041
6,3311666.90993377,2308065.06794164,256106,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,6e-04,8e-04,3000,1906,106,52,153,54,259,0,0,14,1906
7,3198698.0319058,2232620.4948452,386553,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,6e-04,8e-04,3000,1761,120,76,169,44,273,0,0,15,1761
8,2970510.78699703,2094331.89671243,151054,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,6e-04,8e-04,3000,1694,42,23,92,19,132,0,0,8,1694
9,2851460.65081422,2039520.3927512,78400,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,6e-04,8e-04,3000,1634,25,17,61,8,82,0,0,1,1634
10,2768052.81170426,2009288.10161637,38486,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,6e-04,8e-04,3000,1597,12,6,27,6,39,0,0,1,1597
11,2705731.55435261,1991862.57159773,40198,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,6e-04,8e-04,3000,1562,13,10,27,3,40,0,0,0,1562
12,2644303.77714878,1971163.27669887,126370,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,6e-04,8e-04,3000,1499,31,14,84,17,116,0,0,7,1499
