"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.8434162,0.0767145,0.6330533,0.9438744,"     ",""
"S g12 c1 a18 t5",0.9483315,0.0352255,0.8176942,0.9868605,"     ",""
"S g12 c1 a22 t9",0.5400995,0.1693248,0.2358881,0.8171032,"     ",""
"S g12 c1 a25 t12",0.669014,0.0844862,0.488979,0.8102367,"     ",""
"S g16 c1 a25 t8",0.9693158,0.019053,0.9000045,0.9910615,"     ",""
"S g20 c1 a25 t4",0.9026353,0.0336275,0.8141035,0.9515156,"     ",""
"S g59 c1 a73 t11",0.7169834,0.1606477,0.3492904,0.9228172,"     ",""
"S g61 c1 a73 t8",0.9753654,0.0149397,0.921289,0.9925888,"     ",""
"S g65 c1 a73 t4",0.9207567,0.0601908,0.6975778,0.983202,"     ",""
"r g16 c1 a25 t8",0.7471541,0.459107,0.0246081,0.997119,"     ",""
"r g61 c1 a73 t8",0.9999999,0.0005492981,9.336263e-302,1,"     ",""
"R g12 c1 a14 t1",0.0302812,0.0112265,0.0145454,0.0619699,"     ",""
"R g12 c1 a18 t5",0.0500786,0.0169919,0.0255091,0.0959821,"     ",""
"R g12 c1 a22 t9",0.0295725,0.0143951,0.0112727,0.0753171,"     ",""
"R g12 c1 a25 t12",0.0362802,0.0124446,0.0183943,0.0703116,"     ",""
"R g16 c1 a25 t8",0.0611444,0.0079001,0.0473737,0.0785877,"     ",""
"R g20 c1 a25 t4",0.0371434,0.0080176,0.0242564,0.0564805,"     ",""
"R g59 c1 a73 t11",0.0283059,0.0144788,0.0102747,0.075564,"     ",""
"R g61 c1 a73 t8",0.0479771,0.0198441,0.0210536,0.1056161,"     ",""
"R g65 c1 a73 t4",0.0289851,0.0136494,0.0114065,0.0716894,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
