"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a13 t1",0.8139038,0.0613671,0.6640662,0.9063354,"     ",""
"S g12 c1 a17 t5",0.9451123,0.027465,0.8591564,0.9798408,"     ",""
"S g12 c1 a21 t9",0.6952628,0.0926202,0.4920068,0.8431237,"     ",""
"S g13 c1 a25 t12",0.8210448,0.0436313,0.7193853,0.8914337,"     ",""
"S g17 c1 a25 t8",0.9719309,0.0136161,0.928666,0.9892587,"     ",""
"S g21 c1 a25 t4",0.8979068,0.0224557,0.8447566,0.9342759,"     ",""
"S g61 c1 a73 t12",0.9265976,0.2099256,0.028918,0.9998132,"     ",""
"S g65 c1 a73 t8",0.9896128,0.0314201,0.1924362,0.9999737,"     ",""
"S g69 c1 a73 t4",0.9603155,0.115982,0.0584851,0.9998939,"     ",""
"r g17 c1 a25 t8",0.8124487,0.3912184,0.0274858,0.9984961,"     ",""
"r g65 c1 a73 t8",2.562916e-08,0.0001295823,1.42566900953359e-316,1,"     ",""
"R g12 c1 a13 t1",0.0361365,0.009382,0.0216346,0.0597655,"     ",""
"R g12 c1 a17 t5",0.045881,0.0114127,0.028039,0.0742097,"     ",""
"R g12 c1 a21 t9",0.01918,0.0060043,0.0103527,0.0352657,"     ",""
"R g13 c1 a25 t12",0.0285578,0.0055674,0.0194514,0.0417459,"     ",""
"R g17 c1 a25 t8",0.0674166,0.0057677,0.0569538,0.0796392,"     ",""
"R g21 c1 a25 t4",0.053354,0.0068458,0.0414221,0.0684774,"     ",""
"R g61 c1 a73 t12",0.0185036,0.0091859,0.006947,0.0483493,"     ",""
"R g65 c1 a73 t8",0.0443056,0.0192436,0.0186681,0.1015097,"     ",""
"R g69 c1 a73 t4",0.0348834,0.0158599,0.0141531,0.0834089,"     ",""
"p g12 c1 a14 t2",0,0,0,0,"Fixed",""
"r g12 c1 a13 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a13 t1",1,0,1,1,"Fixed",""
