"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.9162183,0.0482192,0.7614859,0.973998,"     ",""
"S g12 c1 a16 t5",0.8935628,0.0488465,0.7541794,0.9582854,"     ",""
"S g12 c1 a20 t9",0.6755539,0.1378202,0.3777692,0.8771652,"     ",""
"S g13 c1 a25 t12",0.7952628,0.0749088,0.6118762,0.9053971,"     ",""
"S g17 c1 a25 t8",0.9399807,0.0269994,0.8597479,0.9756171,"     ",""
"S g21 c1 a25 t4",0.9532726,0.0265155,0.8639918,0.984966,"     ",""
"S g61 c1 a73 t12",0.9473039,0.0542552,0.6811005,0.9934344,"     ",""
"S g64 c1 a73 t8",0.9863911,0.0139138,0.9048037,0.9981941,"     ",""
"S g66 c1 a73 t4",0.9895195,0.0124882,0.8991213,0.9990012,"     ",""
"r g17 c1 a25 t8",0.3630538,0.1599829,0.1280711,0.6886582,"     ",""
"r g64 c1 a73 t8",0.9999998,0.0005599512,2.27534e-302,1,"     ",""
"R g12 c1 a12 t1",0.0373181,0.0114619,0.0203209,0.067552,"     ",""
"R g12 c1 a16 t5",0.0540858,0.015487,0.030623,0.093786,"     ",""
"R g12 c1 a20 t9",0.0307725,0.0124546,0.0138117,0.0671434,"     ",""
"R g13 c1 a25 t12",0.0353079,0.0106594,0.0194344,0.0633092,"     ",""
"R g17 c1 a25 t8",0.0618379,0.0081316,0.0476916,0.0798285,"     ",""
"R g21 c1 a25 t4",0.0427755,0.0082514,0.0292256,0.0622052,"     ",""
"R g61 c1 a73 t12",0.0328341,0.0160813,0.0124262,0.0839109,"     ",""
"R g64 c1 a73 t8",0.0576164,0.0260092,0.0233511,0.1352018,"     ",""
"R g66 c1 a73 t4",0.0398001,0.0197054,0.014863,0.1022349,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
