"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3665553.75561808,2500816.07481006,323357,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3459487.9035059,2395833.74184992,106292,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,3e-04,5e-04,1500,1114,27,16,36,11,62,344,1500,1,1114
4,3531282.6156033,2408675.90816944,150966,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,6e-04,9e-04,3000,2156,43,24,102,19,136,377,1500,4,2156
5,3522690.29200146,2392288.38059393,209628,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,6e-04,9e-04,3000,2053,73,36,125,37,187,0,0,9,2053
6,3480309.59484631,2352260.50766662,261008,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,6e-04,8e-04,3000,1919,97,54,158,43,248,0,0,13,1919
7,3327944.81390727,2272444.19215426,393445,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,5e-04,8e-04,3000,1765,128,88,171,40,290,0,0,16,1765
8,3091435.41278053,2135630.54206455,154031,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,5e-04,8e-04,3000,1695,41,15,91,26,126,0,0,4,1695
9,2968927.31557796,2083261.78706644,80078,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,6e-04,8e-04,3000,1653,24,12,58,12,81,0,0,5,1653
10,2881624.6687332,2055257.43310656,39364,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,6e-04,8e-04,3000,1627,10,6,27,4,36,0,0,0,1627
11,2816208.5740609,2040117.72680522,41169,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,6e-04,8e-04,3000,1599,11,5,47,6,55,0,0,0,1599
12,2751828.49198979,2021557.24395202,129596,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,6e-04,8e-04,3000,1531,45,22,94,23,135,0,0,8,1531
