"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.4674911,0.168072,0.1894638,0.7672877,"     ",""
"S g12 c1 a16 t5",0.8596145,0.1117212,0.4993888,0.9740838,"     ",""
"S g12 c1 a20 t9",1,0,1,1,"     ",""
"S g13 c1 a25 t12",1,0,1,1,"     ",""
"S g17 c1 a25 t8",0.9818144,0.0207504,0.8469547,0.998105,"     ",""
"S g21 c1 a25 t4",0.8855897,0.0642016,0.6909387,0.9640292,"     ",""
"S g61 c1 a73 t10",1,0,1,1,"     ",""
"S g63 c1 a73 t5",1,2.289206e-07,0.9999996,1.0000004,"     ",""
"S g64 c1 a73 t4",1,1.596691e-06,0.9999969,1.0000031,"     ",""
"r g17 c1 a25 t8",0.6874305,0.7695401,0.0019627,0.9995936,"     ",""
"r g63 c1 a73 t5",2.044031e-10,0,2.044031e-10,2.044031e-10,"     ",""
"R g12 c1 a12 t1",0.0138786,0.0105391,0.0031015,0.0598553,"     ",""
"R g12 c1 a16 t5",0.0458976,0.0316196,0.0115484,0.1653252,"     ",""
"R g12 c1 a20 t9",0.0110274,0.0084359,0.0024423,0.0483293,"     ",""
"R g13 c1 a25 t12",0.011021,0.0032801,0.0061403,0.0197042,"     ",""
"R g17 c1 a25 t8",0.0458717,0.0081166,0.0323446,0.064678,"     ",""
"R g21 c1 a25 t4",0.0138705,0.0051156,0.0067124,0.0284433,"     ",""
"R g61 c1 a73 t10",0.0103957,0.0052688,0.003835,0.0278658,"     ",""
"R g63 c1 a73 t5",0.0433557,0.0191877,0.0179733,0.100901,"     ",""
"R g64 c1 a73 t4",0.0130857,0.007439,0.0042691,0.0393899,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
