"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,1628,0,0,0,0,0.0013,0.002,6891,5069,191,102,390,89,13,1570,6891,22,5069
2,3645967.98903523,2496155.75687494,322755,0.129253367294227,0.0645180510234625,61247,1531,NA,0,NA,0,0.0029,0.0042,14956,10557,528,270,986,258,32,1902,8065,67,10557
3,3453822.53981206,2393885.8892035,106206,0.0443194499071432,0.0221224761126094,44701,1118,NA,0,NA,0,0.0035,0.0051,17610,12106,199,102,433,97,22,690,2654,15,12106
4,3424971.33334773,2382624.29134637,149335,0.0626314263710158,0.0312630738128393,86829,2171,NA,0,NA,0,0.0042,0.006,21342,14381,351,176,726,175,23,883,3732,41,14381
5,3463871.14957344,2374281.92258036,208051,0.0875700411128721,0.0437114212102957,119947,2999,NA,0,NA,0,0.005,0.0074,26541,17482,617,334,1191,283,37,1187,5199,70,17482
6,3356266.87935288,2317081.22943018,257107,0.110908941206503,0.0553612557840029,138537,3463,NA,0,NA,0,0.0063,0.0091,32965,21128,966,523,1830,443,70,1470,6424,107,21128
7,3228611.16977548,2239582.77820668,387758,0.173083137986633,0.0863960990857792,226157,5654,NA,0,NA,0,0.0082,0.0117,42656,26314,1950,1256,2588,694,105,2161,9691,232,26314
8,3001273.40805179,2102431.50882179,151638,0.0720709170542172,0.035974885615374,99605,2490,NA,0,NA,0,0.0093,0.0133,46444,28024,834,442,1630,392,62,846,3788,83,28024
9,2879957.46907007,2048003.43720299,78724,0.0383839669878841,0.019159723204502,66288,1657,NA,0,NA,0,0.01,0.014,48410,28656,457,245,905,212,37,458,1966,28,28656
10,2795736.11449316,2018408.58914719,38660,0.019084869960835,0.00952639486061806,38846,971,NA,0,NA,0,0.0103,0.0142,49373,28753,235,117,419,118,11,234,963,6,28753
11,2732611.47098478,2001584.8049474,40394,0.0201171945934056,0.0100416895466385,43409,1085,NA,0,NA,0,0.0106,0.0144,50380,28870,229,124,476,105,17,223,1007,9,28870
12,2670442.27571143,1981459.48041188,127028,0.0640543179895995,0.0319733237349142,63366,1584,NA,0,NA,0,0.0112,0.0152,53553,30035,844,437,1542,407,68,722,3173,64,30035
