"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a13 t1",0.8517402,0.035993,0.7666804,0.9094526,"     ",""
"S g12 c1 a17 t5",0.9154027,0.0234655,0.8566274,0.9514488,"     ",""
"S g12 c1 a21 t9",0.6342654,0.076271,0.4765486,0.7676329,"     ",""
"S g13 c1 a25 t12",0.7828099,0.0376371,0.7001958,0.8476133,"     ",""
"S g17 c1 a25 t8",0.9574266,0.0126242,0.92456,0.9763408,"     ",""
"S g21 c1 a25 t4",0.9227187,0.0162729,0.884177,0.9491724,"     ",""
"S g61 c1 a73 t12",0.91249,0.158281,0.1764411,0.9980334,"     ",""
"S g65 c1 a73 t8",0.9848625,0.0293333,0.5790516,0.9996751,"     ",""
"S g69 c1 a73 t4",0.9718644,0.0541818,0.4154358,0.9994047,"     ",""
"r g17 c1 a25 t8",0.4664315,0.1380041,0.2277029,0.7215925,"     ",""
"r g65 c1 a73 t8",0.9943692,1.8132969,3.746491e-274,1,"     ",""
"R g12 c1 a13 t1",0.0346396,0.0067881,0.0235367,0.050708,"     ",""
"R g12 c1 a17 t5",0.0576221,0.0101938,0.0406039,0.0811696,"     ",""
"R g12 c1 a21 t9",0.0249095,0.0060483,0.0154382,0.0399555,"     ",""
"R g13 c1 a25 t12",0.0305826,0.0051623,0.0219338,0.0424935,"     ",""
"R g17 c1 a25 t8",0.0702089,0.0049424,0.0611183,0.0805358,"     ",""
"R g21 c1 a25 t4",0.0424323,0.0048896,0.0338183,0.0531197,"     ",""
"R g61 c1 a73 t12",0.0087742,0.0036613,0.0038638,0.0198012,"     ",""
"R g65 c1 a73 t8",0.0207478,0.0079096,0.009782,0.0434669,"     ",""
"R g69 c1 a73 t4",0.0122809,0.0049004,0.0056012,0.0267126,"     ",""
"p g12 c1 a14 t2",0,0,0,0,"Fixed",""
"r g12 c1 a13 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a13 t1",1,0,1,1,"Fixed",""
