"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8312835,0.0953274,0.5652651,0.9491624,"     ",""
"S g12 c1 a16 t5",0.9240125,0.0690957,0.6386146,0.9881904,"     ",""
"S g12 c1 a20 t9",0.6350651,0.1564331,0.316703,0.8672641,"     ",""
"S g14 c1 a25 t12",0.8268864,0.0571994,0.6857929,0.9126887,"     ",""
"S g18 c1 a25 t8",0.9709108,0.0264354,0.8420171,0.9952385,"     ",""
"S g22 c1 a25 t4",0.9311482,0.038047,0.808655,0.9774151,"     ",""
"S g59 c1 a73 t12",3.586264e-08,2.721621e-07,1.243775e-14,0.0937147,"     ",""
"S g62 c1 a73 t8",2.505966e-07,1.8427e-06,1.379618e-13,0.312804,"     ",""
"S g64 c1 a73 t3",1.015386e-07,7.169494e-07,9.915314e-14,0.0941876,"     ",""
"r g18 c1 a25 t8",0.3607657,0.3272335,0.0337899,0.9010667,"     ",""
"r g62 c1 a73 t8",0.1213438,0.1145469,0.0165367,0.5314495,"     ",""
"R g12 c1 a12 t1",0.0081988,0.0044209,0.0028399,0.0234318,"     ",""
"R g12 c1 a16 t5",0.0316655,0.0139035,0.0132675,0.073671,"     ",""
"R g12 c1 a20 t9",0.0162836,0.0087151,0.0056662,0.045878,"     ",""
"R g14 c1 a25 t12",0.0229513,0.0068689,0.0127231,0.04106,"     ",""
"R g18 c1 a25 t8",0.0443477,0.0069193,0.0325991,0.0600676,"     ",""
"R g22 c1 a25 t4",0.011595,0.0044741,0.0054283,0.024594,"     ",""
"R g59 c1 a73 t12",3.68151e-05,0,3.68151e-05,3.68151e-05,"     ",""
"R g62 c1 a73 t8",7.27263e-05,0,7.27263e-05,7.27263e-05,"     ",""
"R g64 c1 a73 t3",1.838562e-05,0,1.838562e-05,1.838562e-05,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
