"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.9098555,0.0352894,0.8128383,0.9591126,"     ",""
"S g12 c1 a16 t5",0.9667314,0.0176587,0.9083083,0.9884043,"     ",""
"S g12 c1 a20 t9",0.6675277,0.1005622,0.4523739,0.8299302,"     ",""
"S g13 c1 a25 t12",0.7480281,0.0424323,0.656306,0.8219142,"     ",""
"S g17 c1 a25 t8",0.9772551,0.0113963,0.9402232,0.9915517,"     ",""
"S g21 c1 a25 t4",0.9372017,0.0193834,0.8866991,0.9660551,"     ",""
"S g61 c1 a73 t12",0.8636712,0.1121025,0.4950055,0.9761591,"     ",""
"S g65 c1 a73 t7",0.9892112,0.0115065,0.9172242,0.9986837,"     ",""
"S g68 c1 a73 t4",0.9695566,0.0298531,0.814365,0.9956935,"     ",""
"r g17 c1 a25 t8",0.9042506,0.4505879,0.0003508225,0.9999961,"     ",""
"r g65 c1 a73 t7",0.4675891,0.661738,0.0047742,0.9938191,"     ",""
"R g12 c1 a12 t1",0.0282713,0.0064532,0.0180279,0.0440735,"     ",""
"R g12 c1 a16 t5",0.04844,0.0095992,0.0327373,0.0711209,"     ",""
"R g12 c1 a20 t9",0.0209827,0.0058467,0.01212,0.0360893,"     ",""
"R g13 c1 a25 t12",0.0288514,0.0056023,0.0196812,0.0421107,"     ",""
"R g17 c1 a25 t8",0.0659123,0.0053528,0.0561653,0.0772124,"     ",""
"R g21 c1 a25 t4",0.0387651,0.0056561,0.0290795,0.0515055,"     ",""
"R g61 c1 a73 t12",0.0136988,0.0051946,0.0064949,0.0286623,"     ",""
"R g65 c1 a73 t7",0.0319355,0.0108685,0.0162924,0.0616567,"     ",""
"R g68 c1 a73 t4",0.018505,0.006817,0.0089537,0.0378558,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
