"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3634810.43294963,2493500.8820444,322412,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3445744.48337497,2391622.06046017,106106,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,2e-04,3e-04,1000,725,17,8,23,9,40,245,1000,2,725
4,3392791.26034528,2374386.75704218,148819,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,4e-04,6e-04,2000,1429,37,20,74,17,106,232,1000,6,1429
5,3415414.60962154,2361198.44790987,206905,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,4e-04,6e-04,2000,1350,54,26,82,28,128,0,0,9,1350
6,3536441.66001484,2356968.87049919,261531,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,4e-04,5e-04,2000,1280,59,30,100,29,154,0,0,6,1280
7,3367823.2713562,2275382.60814886,393955,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,3e-04,5e-04,2000,1160,100,69,113,31,205,0,0,14,1160
8,3139650.98331015,2142153.54013232,154502,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,4e-04,5e-04,2000,1103,40,21,78,19,114,0,0,6,1103
9,3018015.73362707,2091672.08232683,80401,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,4e-04,5e-04,2000,1069,17,9,33,8,50,0,0,0,1069
10,2929160.13976758,2064914.63783783,39548,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,4e-04,5e-04,2000,1049,5,4,22,1,24,0,0,0,1049
11,2862316.73906211,2050947.53078324,41387,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,4e-04,5e-04,2000,1016,11,9,17,2,26,0,0,0,1016
12,2796586.16165563,2033511.29507853,130362,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,3e-04,5e-04,2000,971,34,20,49,14,81,0,0,1,971
