"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.8837951,0.0701284,0.6660799,0.9666646,"     ",""
"S g12 c1 a18 t5",0.9731975,0.0309506,0.7801293,0.997316,"     ",""
"S g12 c1 a22 t9",0.7196638,0.1914185,0.2855991,0.9428078,"     ",""
"S g12 c1 a25 t12",0.7831202,0.0639438,0.6332132,0.8830732,"     ",""
"S g16 c1 a25 t8",0.9807959,0.0187842,0.8785274,0.9972349,"     ",""
"S g20 c1 a25 t4",0.9145123,0.0488253,0.7587694,0.9732496,"     ",""
"S g59 c1 a73 t12",1,8.344295e-05,1.462748e-301,1,"     ",""
"S g63 c1 a73 t8",1,5.899497e-06,0.9999884,1.0000116,"     ",""
"S g66 c1 a73 t4",1,2.816522e-05,0.9999448,1.0000552,"     ",""
"r g16 c1 a25 t8",0.655496,0.6374838,0.0074674,0.9979262,"     ",""
"r g63 c1 a73 t8",3.332653e-05,0.1300339,1.85391199998289e-313,1,"     ",""
"R g12 c1 a14 t1",0.0288375,0.0118448,0.0127956,0.0636936,"     ",""
"R g12 c1 a18 t5",0.0394205,0.0152112,0.0183322,0.0827232,"     ",""
"R g12 c1 a22 t9",0.0111776,0.005951,0.0039193,0.0314533,"     ",""
"R g12 c1 a25 t12",0.0118767,0.0042701,0.0058561,0.023938,"     ",""
"R g16 c1 a25 t8",0.0418115,0.0063793,0.0309493,0.0562645,"     ",""
"R g20 c1 a25 t4",0.030607,0.0072509,0.0191817,0.0485011,"     ",""
"R g59 c1 a73 t12",0.00814,0.004648,0.0026484,0.0247365,"     ",""
"R g63 c1 a73 t8",0.0289322,0.0145838,0.0106567,0.0761369,"     ",""
"R g66 c1 a73 t4",0.0211031,0.0116318,0.0070994,0.0610319,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
