"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a13 t1",0.8691034,0.049838,0.7377687,0.9400096,"     ",""
"S g12 c1 a17 t5",0.902454,0.0382674,0.7978277,0.9559262,"     ",""
"S g12 c1 a21 t9",0.6838502,0.1103993,0.4429183,0.8547524,"     ",""
"S g13 c1 a25 t12",0.8194717,0.0477778,0.7067751,0.895273,"     ",""
"S g17 c1 a25 t8",0.9510163,0.0217559,0.8860162,0.9797949,"     ",""
"S g21 c1 a25 t4",0.9330369,0.0268835,0.8570443,0.9700452,"     ",""
"S g61 c1 a73 t12",0.9037241,0.4979999,0.0001259976,0.9999986,"     ",""
"S g65 c1 a73 t8",0.9756976,0.1383574,0.0004331682,0.9999997,"     ",""
"S g69 c1 a73 t4",0.9664579,0.1874144,0.0003453391,0.9999996,"     ",""
"r g17 c1 a25 t8",0.2100912,0.0935473,0.0809712,0.4453374,"     ",""
"r g65 c1 a73 t8",0.4257163,2.2632664,9.770978e-09,1,"     ",""
"R g12 c1 a13 t1",0.0153895,0.0050241,0.0080946,0.0290661,"     ",""
"R g12 c1 a17 t5",0.0267128,0.0079105,0.0148927,0.0474624,"     ",""
"R g12 c1 a21 t9",0.0127386,0.0047622,0.0061053,0.0263877,"     ",""
"R g13 c1 a25 t12",0.021954,0.0052074,0.0137625,0.0348487,"     ",""
"R g17 c1 a25 t8",0.0455707,0.0053069,0.0362288,0.0571785,"     ",""
"R g21 c1 a25 t4",0.0264712,0.0048126,0.0185074,0.0377299,"     ",""
"R g61 c1 a73 t12",0.0031028,0.0036269,0.0003125248,0.030057,"     ",""
"R g65 c1 a73 t8",0.0065771,0.0075066,0.0006960668,0.0592024,"     ",""
"R g69 c1 a73 t4",0.0037562,0.0043127,0.000393714,0.0348346,"     ",""
"p g12 c1 a14 t2",0,0,0,0,"Fixed",""
"r g12 c1 a13 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a13 t1",1,0,1,1,"Fixed",""
