"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.8092917,0.0934492,0.5643093,0.9329028,"     ",""
"S g12 c1 a18 t5",0.9490033,0.0311305,0.8406259,0.9849973,"     ",""
"S g12 c1 a22 t9",0.4838232,0.1741056,0.1929199,0.7861189,"     ",""
"S g12 c1 a25 t12",0.7425575,0.0575099,0.6153038,0.8387485,"     ",""
"S g16 c1 a25 t8",0.982837,0.0034851,0.9744875,0.9884862,"     ",""
"S g20 c1 a25 t4",0.9288693,0.0254444,0.8599219,0.9652516,"     ",""
"S g60 c1 a73 t12",1,0.0001089952,1.171121e-301,1,"     ",""
"S g63 c1 a73 t8",1,5.489972e-06,0.9999892,1.0000108,"     ",""
"S g67 c1 a73 t4",1,2.407465e-05,0.9999528,1.0000472,"     ",""
"r g16 c1 a25 t8",0.9999998,0.000511103,2.29972e-302,1,"     ",""
"r g63 c1 a73 t8",1.807696e-07,30.085864,1.00556399780283e-315,1,"     ",""
"R g12 c1 a14 t1",0.0414971,0.014773,0.0204779,0.0822788,"     ",""
"R g12 c1 a18 t5",0.0499827,0.0171605,0.0252554,0.0965227,"     ",""
"R g12 c1 a22 t9",0.0200123,0.0091963,0.0080799,0.0487014,"     ",""
"R g12 c1 a25 t12",0.0264979,0.00735,0.015333,0.0454176,"     ",""
"R g16 c1 a25 t8",0.0655315,0.0070002,0.0530757,0.0806615,"     ",""
"R g20 c1 a25 t4",0.0545578,0.0095036,0.0386603,0.0764723,"     ",""
"R g60 c1 a73 t12",0.0060841,0.0044944,0.0014242,0.0255998,"     ",""
"R g63 c1 a73 t8",0.015526,0.0109718,0.0038473,0.0605023,"     ",""
"R g67 c1 a73 t4",0.0128113,0.009297,0.0030628,0.0519697,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
