"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.9210939,0.0187197,0.8757166,0.9508336,"     ",""
"S g12 c1 a16 t5",0.9263449,0.0179332,0.882539,0.9546533,"     ",""
"S g12 c1 a20 t9",0.7533526,0.0493953,0.644635,0.8372093,"     ",""
"S g14 c1 a25 t12",0.8136207,0.0294601,0.7489337,0.8646531,"     ",""
"S g18 c1 a25 t8",0.9472995,0.0118445,0.9186369,0.9662359,"     ",""
"S g22 c1 a25 t4",0.9434512,0.0114911,0.9162368,0.9621886,"     ",""
"S g62 c1 a73 t12",0.7934722,0.0940887,0.5549384,0.9221068,"     ",""
"S g66 c1 a73 t8",0.9405463,0.0327013,0.8341123,0.9803044,"     ",""
"S g70 c1 a73 t4",0.9362381,0.0350585,0.8228306,0.9789129,"     ",""
"r g18 c1 a25 t8",0.4058368,0.0894207,0.2482366,0.5855584,"     ",""
"r g66 c1 a73 t8",0.1009645,0.0845216,0.0177821,0.4105991,"     ",""
"R g12 c1 a12 t1",0.0341827,0.0045503,0.0263036,0.0443147,"     ",""
"R g12 c1 a16 t5",0.0545928,0.006518,0.0431388,0.0688691,"     ",""
"R g12 c1 a20 t9",0.023981,0.0041068,0.017122,0.0334942,"     ",""
"R g14 c1 a25 t12",0.0304212,0.0039449,0.0235716,0.0391814,"     ",""
"R g18 c1 a25 t8",0.0686755,0.0038772,0.0614547,0.0766755,"     ",""
"R g22 c1 a25 t4",0.0432413,0.0037523,0.0364557,0.0512228,"     ",""
"R g62 c1 a73 t12",0.0201777,0.005818,0.0114349,0.0353656,"     ",""
"R g66 c1 a73 t8",0.0461641,0.011894,0.0277139,0.0759379,"     ",""
"R g70 c1 a73 t4",0.0288091,0.0078301,0.0168511,0.0488316,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
