"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8864699,0.024471,0.8290065,0.9263383,"     ",""
"S g12 c1 a16 t5",0.9373373,0.015219,0.900018,0.9613254,"     ",""
"S g12 c1 a20 t9",0.7080947,0.0528054,0.5951801,0.8000929,"     ",""
"S g14 c1 a25 t12",0.7947326,0.0282071,0.7339566,0.8445649,"     ",""
"S g18 c1 a25 t8",0.9597986,0.0096414,0.9360203,0.9749758,"     ",""
"S g22 c1 a25 t4",0.9257195,0.0127508,0.8965325,0.9471585,"     ",""
"S g62 c1 a73 t12",0.5755089,0.1249954,0.3321513,0.787044,"     ",""
"S g66 c1 a73 t8",0.8931656,0.0533691,0.7363843,0.9615698,"     ",""
"S g69 c1 a73 t4",0.8135728,0.0806596,0.6061272,0.9252371,"     ",""
"r g18 c1 a25 t8",0.61978,0.1464937,0.3252341,0.8464532,"     ",""
"r g66 c1 a73 t8",0.0973314,0.0636771,0.0253874,0.3085985,"     ",""
"R g12 c1 a12 t1",0.025923,0.0038707,0.0193256,0.0346928,"     ",""
"R g12 c1 a16 t5",0.0560711,0.007021,0.0437959,0.0715294,"     ",""
"R g12 c1 a20 t9",0.0187243,0.0034219,0.0130728,0.0267528,"     ",""
"R g14 c1 a25 t12",0.0238688,0.0032428,0.0182742,0.0311219,"     ",""
"R g18 c1 a25 t8",0.0707369,0.0038156,0.063614,0.0785905,"     ",""
"R g22 c1 a25 t4",0.0329788,0.0033159,0.0270632,0.0401341,"     ",""
"R g62 c1 a73 t12",0.0156882,0.0060826,0.0073108,0.0333428,"     ",""
"R g66 c1 a73 t8",0.0472709,0.0169036,0.0232236,0.0938265,"     ",""
"R g69 c1 a73 t4",0.0217454,0.0081135,0.0104162,0.0448386,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
