"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.810921,0.0600192,0.6656951,0.9023166,"     ",""
"S g12 c1 a16 t5",0.9429203,0.0241778,0.8725903,0.9755174,"     ",""
"S g12 c1 a20 t9",0.4624689,0.125318,0.2426018,0.6979707,"     ",""
"S g13 c1 a25 t11",0.7356849,0.0474717,0.6330131,0.8178957,"     ",""
"S g16 c1 a25 t8",0.9816319,0.0025793,0.975831,0.9860604,"     ",""
"S g20 c1 a25 t4",0.9327721,0.0226218,0.8724737,0.9656811,"     ",""
"S g60 c1 a73 t12",0.6125285,0.1647442,0.2885264,0.860381,"     ",""
"S g63 c1 a73 t8",0.9681051,0.0218226,0.8836724,0.9918221,"     ",""
"S g66 c1 a73 t3",0.8873912,0.0755107,0.6418243,0.9719534,"     ",""
"r g16 c1 a25 t8",0.9999988,0,0.9999988,0.9999988,"     ",""
"r g63 c1 a73 t8",0.6484306,0.4622693,0.0334947,0.9899152,"     ",""
"R g12 c1 a12 t1",0.0329964,0.0095902,0.0185802,0.0579375,"     ",""
"R g12 c1 a16 t5",0.0486114,0.0133882,0.0281554,0.0826654,"     ",""
"R g12 c1 a20 t9",0.026905,0.0093644,0.0135301,0.0527941,"     ",""
"R g13 c1 a25 t11",0.032366,0.0064562,0.0218429,0.0477115,"     ",""
"R g16 c1 a25 t8",0.0582146,0.0048026,0.049485,0.0683734,"     ",""
"R g20 c1 a25 t4",0.0396433,0.0057225,0.0298291,0.0525117,"     ",""
"R g60 c1 a73 t12",0.0236082,0.0092298,0.0109103,0.0503323,"     ",""
"R g63 c1 a73 t8",0.0427717,0.0143079,0.022029,0.0814195,"     ",""
"R g66 c1 a73 t3",0.0289753,0.0104681,0.014187,0.0582676,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
