"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8912735,0.0238019,0.8351257,0.9299051,"     ",""
"S g12 c1 a16 t5",0.9543922,0.0137064,0.9186252,0.9748684,"     ",""
"S g12 c1 a20 t9",0.7146973,0.0533865,0.5999221,0.8071312,"     ",""
"S g13 c1 a25 t12",0.8035314,0.0241728,0.7518305,0.8466583,"     ",""
"S g17 c1 a25 t8",0.9715626,0.0079549,0.9510549,0.9836256,"     ",""
"S g21 c1 a25 t4",0.9304758,0.0113554,0.9046484,0.9496965,"     ",""
"S g61 c1 a73 t12",0.8229642,0.067932,0.6508282,0.9205936,"     ",""
"S g65 c1 a73 t8",0.9748946,0.0135581,0.929136,0.9913799,"     ",""
"S g69 c1 a73 t4",0.9383164,0.0290726,0.8503767,0.9760274,"     ",""
"r g17 c1 a25 t8",0.6733507,0.1869333,0.280414,0.9159975,"     ",""
"r g65 c1 a73 t8",0.5178192,0.3250841,0.0772299,0.9323403,"     ",""
"R g12 c1 a12 t1",0.0380929,0.004995,0.029424,0.0491863,"     ",""
"R g12 c1 a16 t5",0.0484844,0.0059333,0.0380928,0.0615295,"     ",""
"R g12 c1 a20 t9",0.0248856,0.0040072,0.0181293,0.0340723,"     ",""
"R g13 c1 a25 t12",0.0310075,0.0033166,0.0251265,0.0382109,"     ",""
"R g17 c1 a25 t8",0.0600542,0.0029895,0.0544554,0.0661882,"     ",""
"R g21 c1 a25 t4",0.0473062,0.0035915,0.0407443,0.0548645,"     ",""
"R g61 c1 a73 t12",0.018964,0.0043912,0.0120249,0.0297868,"     ",""
"R g65 c1 a73 t8",0.0371616,0.0079522,0.0243584,0.0563059,"     ",""
"R g69 c1 a73 t4",0.0291226,0.0065194,0.018732,0.0450124,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
