"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8040508,0.0885783,0.5768537,0.9250997,"     ",""
"S g12 c1 a16 t5",0.9075596,0.0601903,0.7064074,0.9756457,"     ",""
"S g12 c1 a20 t9",0.6516301,0.1503887,0.337993,0.8726589,"     ",""
"S g14 c1 a25 t12",0.800062,0.0664594,0.6393087,0.9003392,"     ",""
"S g18 c1 a25 t8",0.9545517,0.0322118,0.8305261,0.9890127,"     ",""
"S g22 c1 a25 t4",0.8977322,0.0459958,0.7667998,0.9590749,"     ",""
"S g61 c1 a73 t11",0.0001145923,0,0.0001145923,0.0001145923,"     ",""
"S g63 c1 a73 t6",0.0006011696,0,0.0006011696,0.0006011696,"     ",""
"S g65 c1 a73 t4",0.0002513481,0,0.0002513481,0.0002513481,"     ",""
"r g18 c1 a25 t8",0.3213182,0.2226597,0.0601462,0.7779062,"     ",""
"r g63 c1 a73 t6",3.946321e-08,9.599276e-05,2.19521399954667e-316,1,"     ",""
"R g12 c1 a12 t1",0.0399061,0.015333,0.0186171,0.0834693,"     ",""
"R g12 c1 a16 t5",0.0358954,0.0138843,0.0166764,0.0755614,"     ",""
"R g12 c1 a20 t9",0.0393392,0.0195097,0.0146691,0.1012363,"     ",""
"R g14 c1 a25 t12",0.0227739,0.0077577,0.0116318,0.0441129,"     ",""
"R g18 c1 a25 t8",0.0207489,0.0046281,0.0133772,0.032051,"     ",""
"R g22 c1 a25 t4",0.0231079,0.0064183,0.0133674,0.0396606,"     ",""
"R g61 c1 a73 t11",1.848921e-05,2.185663e-05,1.822462e-06,0.0001875478,"     ",""
"R g63 c1 a73 t6",1.681037e-05,1.871783e-05,1.895675e-06,0.0001490527,"     ",""
"R g65 c1 a73 t4",1.876672e-05,1.87173e-05,2.657073e-06,0.000132535,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
