"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8335462,0.0421316,0.734154,0.9007997,"     ",""
"S g12 c1 a16 t5",0.9096446,0.0334167,0.8194199,0.9571471,"     ",""
"S g12 c1 a20 t9",0.7163964,0.0799736,0.5387107,0.8452942,"     ",""
"S g14 c1 a25 t12",0.8164405,0.0406151,0.7233689,0.8832524,"     ",""
"S g18 c1 a25 t8",0.9465998,0.019467,0.8928546,0.9741659,"     ",""
"S g22 c1 a25 t4",0.8981404,0.0252462,0.8369687,0.9380582,"     ",""
"S g62 c1 a73 t12",0.9354882,0.2211275,0.010907,0.9999476,"     ",""
"S g66 c1 a73 t8",0.9829912,0.060317,0.0467981,0.9999853,"     ",""
"S g70 c1 a73 t4",0.9663832,0.1171279,0.0239376,0.9999703,"     ",""
"r g18 c1 a25 t8",0.2512943,0.0889557,0.117283,0.4588365,"     ",""
"r g66 c1 a73 t8",5.086357e-09,6.883866e-06,-1.348729e-05,1.349746e-05,"     ",""
"R g12 c1 a12 t1",0.0168608,0.0037651,0.0108687,0.0260695,"     ",""
"R g12 c1 a16 t5",0.0333592,0.0067755,0.0223501,0.0495164,"     ",""
"R g12 c1 a20 t9",0.0142461,0.0039677,0.0082383,0.0245268,"     ",""
"R g14 c1 a25 t12",0.0185331,0.0036305,0.0126086,0.0271649,"     ",""
"R g18 c1 a25 t8",0.043146,0.0040481,0.0358726,0.0518149,"     ",""
"R g22 c1 a25 t4",0.0219171,0.0032181,0.0164222,0.029196,"     ",""
"R g62 c1 a73 t12",0.0077449,0.0046311,0.00239,0.0247999,"     ",""
"R g66 c1 a73 t8",0.0182976,0.0099696,0.006241,0.0524167,"     ",""
"R g70 c1 a73 t4",0.0091775,0.0051923,0.0030155,0.0275822,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
