"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8192733,0.0721248,0.6356845,0.9217367,"     ",""
"S g12 c1 a16 t5",0.9208564,0.0412363,0.793319,0.972429,"     ",""
"S g12 c1 a20 t9",0.6019816,0.1440959,0.3175573,0.8309644,"     ",""
"S g14 c1 a25 t12",0.8017065,0.0580011,0.6641609,0.8920734,"     ",""
"S g18 c1 a25 t8",0.9688503,0.0193901,0.8982581,0.9909562,"     ",""
"S g22 c1 a25 t4",0.9237692,0.0261148,0.8541888,0.9616374,"     ",""
"S g60 c1 a73 t12",0.5410744,0.2196896,0.1723019,0.8697486,"     ",""
"S g63 c1 a73 t8",0.9006958,0.099047,0.5086292,0.9875738,"     ",""
"S g65 c1 a73 t2",0.7794341,0.1463416,0.3998592,0.9493479,"     ",""
"r g18 c1 a25 t8",0.5429236,0.3379162,0.0760818,0.9448542,"     ",""
"r g63 c1 a73 t8",0.6382923,0.5624138,0.0146781,0.995239,"     ",""
"R g12 c1 a12 t1",0.0484985,0.0153651,0.0258534,0.089163,"     ",""
"R g12 c1 a16 t5",0.0682863,0.0197392,0.0383679,0.1186556,"     ",""
"R g12 c1 a20 t9",0.0282953,0.0114361,0.0127223,0.0617387,"     ",""
"R g14 c1 a25 t12",0.0270248,0.0074744,0.0156618,0.0462446,"     ",""
"R g18 c1 a25 t8",0.0653409,0.0078275,0.0515746,0.0824623,"     ",""
"R g22 c1 a25 t4",0.0463642,0.0086191,0.0321137,0.0665039,"     ",""
"R g60 c1 a73 t12",0.0383617,0.0265102,0.0096597,0.1402674,"     ",""
"R g63 c1 a73 t8",0.0912442,0.0552678,0.0264695,0.27049,"     ",""
"R g65 c1 a73 t2",0.0652698,0.0406057,0.0185925,0.2046914,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
