"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.8098338,0.0847587,0.5915084,0.9260581,"     ",""
"S g12 c1 a18 t5",0.9049358,0.051262,0.7475111,0.9683618,"     ",""
"S g12 c1 a22 t9",0.4700721,0.1669681,0.1925397,0.7674346,"     ",""
"S g12 c1 a25 t12",0.7264753,0.0684817,0.574768,0.8392008,"     ",""
"S g16 c1 a25 t8",0.9661041,0.0164611,0.9140983,0.9870704,"     ",""
"S g20 c1 a25 t4",0.9272772,0.0295002,0.8439825,0.9677992,"     ",""
"S g58 c1 a73 t12",0.7114765,0.1518376,0.3665175,0.9131183,"     ",""
"S g62 c1 a73 t8",0.9635868,0.0191633,0.9007207,0.9872098,"     ",""
"S g63 c1 a73 t4",0.9221089,0.0553538,0.7232835,0.9816912,"     ",""
"r g16 c1 a25 t8",0.7452907,0.3595253,0.066707,0.9917209,"     ",""
"r g62 c1 a73 t8",0.9999998,0.0009946371,3.263935e-302,1,"     ",""
"R g12 c1 a14 t1",0.0255352,0.0113641,0.0105925,0.060273,"     ",""
"R g12 c1 a18 t5",0.0367624,0.0156373,0.0158073,0.0831498,"     ",""
"R g12 c1 a22 t9",0.0153606,0.008296,0.0052957,0.0437137,"     ",""
"R g12 c1 a25 t12",0.0264597,0.0083375,0.0142071,0.0487567,"     ",""
"R g16 c1 a25 t8",0.0623467,0.0076029,0.0490056,0.0790181,"     ",""
"R g20 c1 a25 t4",0.0436603,0.0085734,0.0296233,0.0639107,"     ",""
"R g58 c1 a73 t12",0.0191659,0.0099949,0.006845,0.0524924,"     ",""
"R g62 c1 a73 t8",0.045624,0.019431,0.0195453,0.1028489,"     ",""
"R g63 c1 a73 t4",0.0317798,0.014901,0.012545,0.0781716,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
