"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3643144.94577658,2495484.03033954,322668,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3436933.38567647,2389780.77215565,106025,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,1e-04,2e-04,500,390,5,2,12,3,17,99,500,0,390
4,3463625.8831975,2391215.76229989,149873,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,2e-04,3e-04,1000,742,14,6,29,8,42,121,500,1,742
5,3413743.15226875,2362962.65339692,207059,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,2e-04,3e-04,1000,697,31,18,45,13,74,0,0,2,697
6,3304114.27506952,2303714.01268122,255624,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,2e-04,3e-04,1000,653,33,17,64,16,95,0,0,4,653
7,3227564.37995187,2236816.47241856,387279,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,2e-04,3e-04,1000,596,48,27,58,21,104,0,0,7,596
8,3011675.57955104,2102489.39543195,151643,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,2e-04,3e-04,1000,568,17,7,31,10,46,0,0,3,568
9,2890784.82275753,2048572.16188005,78748,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,2e-04,3e-04,1000,556,8,5,15,3,22,0,0,1,556
10,2805944.38694303,2019226.82341067,38677,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,2e-04,3e-04,1000,541,5,3,6,2,9,0,0,0,541
11,2742503.96130447,2002682.58673225,40417,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,2e-04,3e-04,1000,525,6,2,4,4,10,0,0,0,525
12,2680012.34869713,1982816.50283815,127115,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,2e-04,3e-04,1000,497,19,11,17,8,36,0,0,1,497
