"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.9018109,0.0306374,0.8233707,0.9476317,"     ",""
"S g12 c1 a16 t5",0.9318285,0.0206555,0.8784475,0.9627605,"     ",""
"S g12 c1 a20 t9",0.7634274,0.0622107,0.6216202,0.8637387,"     ",""
"S g14 c1 a25 t12",0.7878617,0.0371264,0.7061385,0.8516329,"     ",""
"S g18 c1 a25 t8",0.9402313,0.0177831,0.8942976,0.966942,"     ",""
"S g22 c1 a25 t4",0.9135704,0.0227872,0.8572196,0.9490044,"     ",""
"S g62 c1 a73 t12",0.4608786,0.1826489,0.1683181,0.7831268,"     ",""
"S g66 c1 a73 t8",0.783597,0.1246094,0.4616901,0.9386038,"     ",""
"S g70 c1 a73 t4",0.7087126,0.165893,0.3349451,0.9215924,"     ",""
"r g18 c1 a25 t8",0.2140477,0.0622574,0.1164963,0.3600012,"     ",""
"r g66 c1 a73 t8",1.47551e-08,0,1.47551e-08,1.47551e-08,"     ",""
"R g12 c1 a12 t1",0.0194524,0.0035648,0.0135671,0.0278187,"     ",""
"R g12 c1 a16 t5",0.0339995,0.0054259,0.0248286,0.0463967,"     ",""
"R g12 c1 a20 t9",0.0170914,0.0038637,0.0109573,0.0265671,"     ",""
"R g14 c1 a25 t12",0.0199908,0.0035133,0.0141501,0.0281734,"     ",""
"R g18 c1 a25 t8",0.0396515,0.0033624,0.0335616,0.0467929,"     ",""
"R g22 c1 a25 t4",0.0227431,0.0028419,0.0177912,0.0290326,"     ",""
"R g62 c1 a73 t12",0.011118,0.0084026,0.0025075,0.0478773,"     ",""
"R g66 c1 a73 t8",0.0222505,0.0164749,0.0051318,0.0912373,"     ",""
"R g70 c1 a73 t4",0.0126645,0.0095261,0.0028733,0.0540132,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
