"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3634275.60444292,2493373.62274763,322395,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3461918.1689176,2395454.10178642,106276,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,2e-04,2e-04,750,557,11,7,15,4,24,167,750,0,557
4,3464584.11001733,2391953.93567668,149920,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,3e-04,5e-04,1500,1082,32,13,59,19,87,175,750,2,1082
5,3451069.66053981,2372365.87496722,207883,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,3e-04,4e-04,1500,1032,32,19,72,13,97,0,0,7,1032
6,3465467.92767457,2343757.44234337,260066,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,3e-04,4e-04,1500,975,41,19,87,22,119,0,0,5,975
7,3346055.49668952,2271542.40375706,393290,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,3e-04,4e-04,1500,893,69,46,98,23,156,0,0,8,893
8,3137327.3239978,2142187.07427464,154504,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,3e-04,4e-04,1500,859,24,16,41,8,60,0,0,2,859
9,3015034.46561616,2091451.85064873,80392,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,3e-04,4e-04,1500,833,12,6,35,6,46,0,0,1,833
10,2926575.84820694,2064682.92211661,39545,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,3e-04,4e-04,1500,820,7,2,12,5,17,0,0,1,820
11,2859802.36276893,2050641.54023463,41382,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,3e-04,4e-04,1500,806,7,4,4,3,10,0,0,0,806
12,2794132.63517922,2033125.69754026,130338,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,3e-04,4e-04,1500,780,19,11,46,8,64,0,0,3,780
