"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,1628,0,0,0,0,0.0013,0.002,6891,5039,186,92,392,94,20,1565,6891,26,5039
2,3642424.23343519,2495312.54107786,322646,0.129253367294227,0.0645180510234625,61247,1531,NA,0,NA,0,0.0029,0.0042,14954,10535,546,308,1008,238,38,1859,8063,83,10535
3,3466643.94970575,2396828.13529942,106337,0.0443194499071432,0.0221224761126094,44701,1118,NA,0,NA,0,0.0035,0.0051,17611,12127,193,98,419,95,15,658,2657,18,12127
4,3391677.30563086,2374993.77160869,148857,0.0626314263710158,0.0312630738128393,86829,2171,NA,0,NA,0,0.0042,0.0061,21331,14383,368,199,674,169,29,888,3720,29,14383
5,3345801.46083481,2345441.49051498,205525,0.0875700411128721,0.0437114212102957,119947,2999,NA,0,NA,0,0.0052,0.0074,26467,17404,632,359,1189,273,47,1214,5136,63,17404
6,3244802.14584393,2286207.64062095,253683,0.110908941206503,0.0553612557840029,138537,3463,NA,0,NA,0,0.0065,0.0092,32806,20941,953,502,1764,451,66,1513,6339,117,20941
7,3128718.27393721,2208225.95672046,382330,0.173083137986633,0.0863960990857792,226157,5654,NA,0,NA,0,0.0083,0.0117,42362,25873,1907,1248,2531,659,103,2281,9556,225,25873
8,2914229.31042041,2071491.24012527,149408,0.0720709170542172,0.035974885615374,99605,2490,NA,0,NA,0,0.0094,0.0133,46095,27483,841,485,1544,356,64,861,3733,82,27483
9,2797382.72795782,2015819.78175543,77489,0.0383839669878841,0.019159723204502,66288,1657,NA,0,NA,0,0.01,0.0139,48030,28056,467,227,878,240,31,464,1935,34,28056
10,2715943.44965661,1984712.54598449,38019,0.019084869960835,0.00952639486061806,38846,971,NA,0,NA,0,0.0104,0.0142,48977,28157,227,118,450,109,18,222,947,11,28157
11,2654949.68529805,1966305.91618507,39685,0.0201171945934056,0.0100416895466385,43409,1085,NA,0,NA,0,0.0106,0.0144,49966,28273,250,127,500,123,17,237,989,8,28273
12,2594833.14157565,1944705.24242215,124675,0.0640543179895995,0.0319733237349142,63366,1584,NA,0,NA,0,0.0114,0.0152,53080,29469,800,419,1557,381,63,718,3114,60,29469
