"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a13 t1",0.9407235,0.0364566,0.8150296,0.9828059,"     ",""
"S g12 c1 a17 t5",0.9546518,0.0291372,0.8491321,0.9874591,"     ",""
"S g12 c1 a21 t9",0.7509179,0.1091966,0.4898112,0.9044596,"     ",""
"S g13 c1 a25 t12",0.7649166,0.0574846,0.6348901,0.8589262,"     ",""
"S g17 c1 a25 t8",0.9578432,0.0225321,0.8838697,0.9854711,"     ",""
"S g21 c1 a25 t4",0.9448385,0.0230378,0.8780808,0.97604,"     ",""
"S g60 c1 a73 t12",0.7247573,0.1484653,0.3797665,0.9188562,"     ",""
"S g64 c1 a73 t8",0.9484191,0.0459193,0.7449547,0.9914345,"     ",""
"S g66 c1 a92 t1",0.9327114,0.0549602,0.7135554,0.9872009,"     ",""
"r g17 c1 a25 t8",0.6398686,0.3345436,0.0935792,0.9683325,"     ",""
"r g64 c1 a73 t8",3.128155e-08,0.0002864063,1.74009401696359e-316,1,"     ",""
"R g12 c1 a13 t1",0.0481953,0.0129425,0.0283025,0.0809057,"     ",""
"R g12 c1 a17 t5",0.0641395,0.0155707,0.0395882,0.102295,"     ",""
"R g12 c1 a21 t9",0.0338602,0.0116988,0.0170906,0.0659798,"     ",""
"R g13 c1 a25 t12",0.0353586,0.0092079,0.0211376,0.0585746,"     ",""
"R g17 c1 a25 t8",0.066885,0.0078408,0.0530611,0.0839911,"     ",""
"R g21 c1 a25 t4",0.050295,0.0088491,0.0355246,0.0707561,"     ",""
"R g60 c1 a73 t12",0.0172749,0.0101863,0.0053936,0.0539099,"     ",""
"R g64 c1 a73 t8",0.033233,0.0181931,0.0112033,0.0944435,"     ",""
"R g66 c1 a92 t1",0.0247684,0.0140868,0.0080328,0.0737775,"     ",""
"p g12 c1 a14 t2",0,0,0,0,"Fixed",""
"r g12 c1 a13 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a13 t1",1,0,1,1,"Fixed",""
