"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3640173.31750068,2494776.94887341,322577,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3453858.19974629,2393716.91168034,106199,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,2e-04,2e-04,750,555,10,4,23,6,32,178,750,0,555
4,3432877.86781492,2384335.02547269,149442,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,3e-04,5e-04,1500,1077,30,17,60,13,86,178,750,6,1077
5,3434259.2217066,2367315.30527956,207441,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,3e-04,4e-04,1500,1023,34,21,73,13,102,0,0,2,1023
6,3459947.35051561,2340916.51620582,259750,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,3e-04,4e-04,1500,969,45,24,93,21,135,0,0,4,969
7,3339605.0014918,2268376.22235149,392742,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,3e-04,4e-04,1500,903,58,34,78,24,131,0,0,5,903
8,3121704.85322467,2136733.18423209,154111,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,3e-04,4e-04,1500,856,30,17,53,13,78,0,0,2,856
9,2998484.0401711,2085359.97048318,80159,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,3e-04,4e-04,1500,821,19,12,27,7,45,0,0,0,821
10,2910173.91110859,2058179.05292022,39419,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,3e-04,4e-04,1500,800,6,4,16,2,19,0,0,0,800
11,2843852.54884404,2043805.20856132,41243,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,3e-04,4e-04,1500,785,4,4,8,0,11,0,0,0,785
12,2778616.77695221,2025980.86633845,129880,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,3e-04,4e-04,1500,752,27,16,41,11,63,0,0,4,752
