"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8880147,0.0221108,0.8368301,0.9245901,"     ",""
"S g12 c1 a16 t5",0.9381599,0.0140461,0.9042042,0.960604,"     ",""
"S g12 c1 a20 t9",0.7404898,0.0479892,0.6362316,0.8231718,"     ",""
"S g14 c1 a25 t12",0.7936231,0.0266259,0.7365814,0.8409794,"     ",""
"S g18 c1 a25 t8",0.9533699,0.0104809,0.9279534,0.9701088,"     ",""
"S g22 c1 a25 t4",0.9144334,0.0143863,0.8817011,0.9387382,"     ",""
"S g62 c1 a73 t12",0.8296716,0.0910902,0.5793048,0.945147,"     ",""
"S g66 c1 a73 t8",0.9628221,0.0240726,0.873918,0.9897711,"     ",""
"S g70 c1 a73 t4",0.9312087,0.0426524,0.7858993,0.9803615,"     ",""
"r g18 c1 a25 t8",0.5113918,0.114709,0.2985504,0.7201812,"     ",""
"r g66 c1 a73 t8",0.114746,0.1309085,0.0102612,0.6183995,"     ",""
"R g12 c1 a12 t1",0.0369852,0.0053503,0.0278149,0.0490265,"     ",""
"R g12 c1 a16 t5",0.0711617,0.008366,0.0564094,0.0894065,"     ",""
"R g12 c1 a20 t9",0.0358368,0.0061178,0.0255978,0.0499613,"     ",""
"R g14 c1 a25 t12",0.0334611,0.004294,0.0259936,0.0429791,"     ",""
"R g18 c1 a25 t8",0.0666059,0.0041259,0.0589609,0.0751631,"     ",""
"R g22 c1 a25 t4",0.0345361,0.0037341,0.0279198,0.0426514,"     ",""
"R g62 c1 a73 t12",0.0201418,0.0064983,0.0106661,0.0377146,"     ",""
"R g66 c1 a73 t8",0.0406482,0.0122044,0.022429,0.0725682,"     ",""
"R g70 c1 a73 t4",0.0207981,0.0066819,0.011042,0.0388358,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
