"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3643372.05334298,2495538.06924889,322675,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3461109.44514414,2395540.27066801,106279,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,3e-04,5e-04,1500,1120,20,12,35,8,53,345,1500,2,1120
4,3419645.7456036,2381505.58752964,149265,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,6e-04,9e-04,3000,2172,38,15,98,23,125,375,1500,2,2172
5,3476763.80733687,2377328.46030552,208318,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,6e-04,9e-04,3000,2073,69,34,139,35,200,0,0,7,2073
6,3438254.10076528,2336966.14216811,259313,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,6e-04,8e-04,3000,1960,92,52,178,40,261,0,0,10,1960
7,3298290.29234537,2259039.50335546,391127,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,5e-04,8e-04,3000,1787,143,85,205,58,333,0,0,17,1787
8,3071630.67770684,2124023.86291825,153195,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,6e-04,8e-04,3000,1723,46,26,92,20,131,0,0,2,1723
9,2949092.5257683,2071297.2189957,79620,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,6e-04,8e-04,3000,1674,25,14,58,11,80,0,0,2,1674
10,2862425.45904291,2043050.08662669,39129,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,6e-04,8e-04,3000,1640,13,9,21,4,34,0,0,1,1640
11,2797517.43290963,2027636.07609926,40919,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,6e-04,8e-04,3000,1605,18,14,23,4,39,0,0,0,1605
12,2733582.035443,2008822.29006101,128781,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,6e-04,8e-04,3000,1554,36,14,87,22,119,0,0,2,1554
