"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3659083.71321946,2499276.56628463,323158,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3476968.41935445,2399794.98307125,106468,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,1e-04,2e-04,500,382,7,4,6,3,14,106,500,3,382
4,3426877.56165004,2384182.40612788,149433,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,2e-04,3e-04,1000,724,14,11,37,3,48,134,500,2,724
5,3445547.08537403,2371046.46408695,207768,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,2e-04,3e-04,1000,700,16,9,60,7,73,0,0,2,700
6,3341730.51404453,2314138.60671755,256779,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,2e-04,3e-04,1000,662,30,12,57,18,81,0,0,2,662
7,3218814.68108691,2237296.29508678,387361,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,2e-04,3e-04,1000,618,37,31,55,6,88,0,0,8,618
8,2989304.0843213,2099317.17702568,151414,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,2e-04,3e-04,1000,594,16,9,35,7,47,0,0,1,594
9,2868420.05551054,2044629.95465336,78595,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,2e-04,3e-04,1000,576,12,5,23,7,33,0,0,0,576
10,2784412.86729377,2014746.06778685,38590,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,2e-04,3e-04,1000,569,4,1,16,3,20,0,0,0,569
11,2721725.76643861,1997698.15155317,40315,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,2e-04,3e-04,1000,559,6,3,10,3,14,0,0,0,559
12,2659855.74568973,1977337.0269888,126764,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,2e-04,3e-04,1000,538,11,7,24,4,35,0,0,1,538
