"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.9034655,0.0214821,0.8524024,0.9381447,"     ",""
"S g12 c1 a16 t5",0.9612991,0.011814,0.9302165,0.9788518,"     ",""
"S g12 c1 a20 t9",0.7179984,0.0503858,0.6098815,0.805698,"     ",""
"S g14 c1 a25 t12",0.76069,0.0269962,0.7038716,0.8095563,"     ",""
"S g18 c1 a25 t8",0.9687605,0.0086218,0.9466447,0.9818847,"     ",""
"S g22 c1 a25 t4",0.9211626,0.0124617,0.8930156,0.9423821,"     ",""
"S g62 c1 a73 t12",0.5791293,0.1470965,0.2965748,0.8178819,"     ",""
"S g66 c1 a73 t8",0.9306726,0.0441001,0.7785797,0.9808615,"     ",""
"S g70 c1 a73 t4",0.8349307,0.0870695,0.5945342,0.9457936,"     ",""
"r g18 c1 a25 t8",0.7424374,0.2031162,0.2644016,0.9585354,"     ",""
"r g66 c1 a73 t8",0.3442874,0.2032109,0.0825246,0.7539957,"     ",""
"R g12 c1 a12 t1",0.0315968,0.0043985,0.024025,0.0414537,"     ",""
"R g12 c1 a16 t5",0.0433171,0.0054027,0.0338804,0.0552321,"     ",""
"R g12 c1 a20 t9",0.0230142,0.0039346,0.0164419,0.0321277,"     ",""
"R g14 c1 a25 t12",0.0326114,0.003981,0.0256489,0.0413837,"     ",""
"R g18 c1 a25 t8",0.0608536,0.0033527,0.0546048,0.0677663,"     ",""
"R g22 c1 a25 t4",0.0446097,0.003877,0.0375986,0.0528565,"     ",""
"R g62 c1 a73 t12",0.0228446,0.008782,0.0106973,0.048115,"     ",""
"R g66 c1 a73 t8",0.0430045,0.015509,0.0210186,0.0859687,"     ",""
"R g70 c1 a73 t4",0.031366,0.0115453,0.0151429,0.0638431,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
