"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.8364917,0.0393895,0.7441954,0.8999632,"     ",""
"S g12 c1 a16 t5",0.9435336,0.0151765,0.90531,0.9668917,"     ",""
"S g12 c1 a20 t9",0.5905371,0.0734521,0.4429496,0.7234364,"     ",""
"S g14 c1 a25 t12",0.7961823,0.0360891,0.7164077,0.8579654,"     ",""
"S g18 c1 a25 t8",0.9783826,0.0022962,0.9733929,0.9824535,"     ",""
"S g22 c1 a25 t4",0.9326903,0.0147298,0.8974214,0.9564218,"     ",""
"S g62 c1 a73 t12",0.8637215,0.1103715,0.5021728,0.9755032,"     ",""
"S g66 c1 a73 t8",0.9865648,0.0125341,0.9200412,0.9978706,"     ",""
"S g69 c1 a73 t4",0.9574143,0.0392582,0.7730293,0.9933067,"     ",""
"r g18 c1 a25 t8",0.9999999,0.0002757683,5.120061e-302,1,"     ",""
"r g66 c1 a73 t8",4.66854e-32,5.247847e-24,-1.028578e-23,1.028578e-23,"     ",""
"R g12 c1 a12 t1",0.0308032,0.0059445,0.0210595,0.0448485,"     ",""
"R g12 c1 a16 t5",0.054804,0.009377,0.0390743,0.0763626,"     ",""
"R g12 c1 a20 t9",0.0222085,0.0051445,0.0140753,0.0348751,"     ",""
"R g14 c1 a25 t12",0.026672,0.004174,0.0196037,0.0361948,"     ",""
"R g18 c1 a25 t8",0.0653807,0.0041077,0.057776,0.0739077,"     ",""
"R g22 c1 a25 t4",0.0369289,0.0045141,0.0290318,0.0468705,"     ",""
"R g62 c1 a73 t12",0.012536,0.0045085,0.006179,0.0252667,"     ",""
"R g66 c1 a73 t8",0.0313908,0.0103219,0.0163875,0.0593022,"     ",""
"R g69 c1 a73 t4",0.0174542,0.0061302,0.008739,0.0345578,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
