"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.891664,0.0289223,0.8206885,0.9367123,"     ",""
"S g12 c1 a16 t5",0.8964231,0.03079,0.8187844,0.94311,"     ",""
"S g12 c1 a20 t9",0.5754082,0.0918876,0.3933589,0.7390656,"     ",""
"S g14 c1 a25 t12",0.7741247,0.0377681,0.691768,0.8395793,"     ",""
"S g18 c1 a25 t8",0.9563072,0.013744,0.9199146,0.9765832,"     ",""
"S g22 c1 a25 t4",0.954159,0.0139101,0.9177628,0.9748878,"     ",""
"S g62 c1 a73 t12",0.4631619,0.1624438,0.1933902,0.7563719,"     ",""
"S g66 c1 a73 t8",0.8463853,0.0992994,0.5522079,0.9609642,"     ",""
"S g70 c1 a73 t4",0.8397381,0.1010745,0.5459271,0.9580465,"     ",""
"r g18 c1 a25 t8",0.430281,0.1329005,0.2069671,0.6860885,"     ",""
"r g66 c1 a73 t8",0.0363798,0.0387065,0.0043174,0.247386,"     ",""
"R g12 c1 a12 t1",0.0372942,0.006937,0.0258411,0.0535443,"     ",""
"R g12 c1 a16 t5",0.0490343,0.0087398,0.0344789,0.0692933,"     ",""
"R g12 c1 a20 t9",0.0278921,0.0068145,0.01723,0.044851,"     ",""
"R g14 c1 a25 t12",0.0333552,0.00554,0.0240473,0.0460956,"     ",""
"R g18 c1 a25 t8",0.0583895,0.0043855,0.0503644,0.0676023,"     ",""
"R g22 c1 a25 t4",0.0445144,0.0049167,0.0358128,0.0552091,"     ",""
"R g62 c1 a73 t12",0.0177641,0.0098699,0.0059326,0.0519582,"     ",""
"R g66 c1 a73 t8",0.0314778,0.0169547,0.010809,0.0881469,"     ",""
"R g70 c1 a73 t4",0.0238358,0.0128767,0.0081858,0.0673741,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
