"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.9033121,0.0203494,0.8554392,0.936508,"     ",""
"S g12 c1 a16 t5",0.9444422,0.015237,0.9058522,0.9677773,"     ",""
"S g12 c1 a20 t9",0.7656902,0.0468204,0.6620921,0.8449639,"     ",""
"S g14 c1 a25 t12",0.7895737,0.0288157,0.7275891,0.8405452,"     ",""
"S g18 c1 a25 t8",0.951265,0.0117232,0.9224252,0.9697348,"     ",""
"S g22 c1 a25 t4",0.9147298,0.0136296,0.8839433,0.9379231,"     ",""
"S g62 c1 a73 t12",0.9350817,0.056774,0.697283,0.9890197,"     ",""
"S g66 c1 a73 t8",0.9868298,0.0126093,0.9179615,0.998011,"     ",""
"S g70 c1 a73 t4",0.976292,0.0220408,0.8643064,0.996258,"     ",""
"r g18 c1 a25 t8",0.5036723,0.1181577,0.2866486,0.719321,"     ",""
"r g66 c1 a73 t8",0.5410317,0.5791582,0.0120462,0.9913016,"     ",""
"R g12 c1 a12 t1",0.0380829,0.0050595,0.029316,0.0493384,"     ",""
"R g12 c1 a16 t5",0.057367,0.0069001,0.0452474,0.0724862,"     ",""
"R g12 c1 a20 t9",0.0259935,0.0044481,0.0185616,0.0362909,"     ",""
"R g14 c1 a25 t12",0.0303614,0.0038937,0.0235918,0.038996,"     ",""
"R g18 c1 a25 t8",0.0666461,0.0038366,0.059509,0.0745714,"     ",""
"R g22 c1 a25 t4",0.0443898,0.003882,0.0373733,0.0526516,"     ",""
"R g62 c1 a73 t12",0.0162237,0.0038975,0.0101151,0.0259246,"     ",""
"R g66 c1 a73 t8",0.0362441,0.0078981,0.0235744,0.055337,"     ",""
"R g70 c1 a73 t4",0.0238807,0.0055713,0.0150834,0.0376129,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
