"tstep","Nt","NtVul","Ct","Ut","Ft","E","Edot","recaps.efp","recaps.tot","P.recap.efp","P.recap.tot","PTit","PTitVul","cummarks","Sit.sum","Lit.sum","Wit.sum","Kit.sum","Dit.sum","Vit.sum","Xit.sum","Pit.sum","Rit.sum","Tit.sum"
1,3825314.19496996,2578486.6115614,275790,0.106913685930997,0.0533669860089642,65137,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3644954.10648683,2495914.50948723,322724,0.129253367294227,0.0645180510234625,61247,0.95,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3504295.64230523,2405864.61185426,106738,0.0443194499071432,0.0221224761126094,44701,0.95,NA,0,NA,0,1e-04,1e-04,250,196,3,3,13,0,14,48,250,0,196
4,3459713.90417744,2392422.42091737,149948,0.0626314263710158,0.0312630738128393,86829,0.95,NA,0,NA,0,1e-04,2e-04,500,371,10,5,15,5,25,63,250,1,371
5,3461648.3577027,2376302.71448036,208228,0.0875700411128721,0.0437114212102957,119947,0.95,NA,0,NA,0,1e-04,1e-04,500,351,11,9,26,2,35,0,0,2,351
6,3466073.02905384,2345590.59890795,260268,0.110908941206503,0.0553612557840029,138537,0.95,NA,0,NA,0,1e-04,1e-04,500,329,17,10,25,7,41,0,0,1,329
7,3431853.84730099,2293589.22869465,397105,0.173083137986633,0.0863960990857792,226157,0.95,NA,0,NA,0,1e-04,1e-04,500,301,22,14,27,8,45,0,0,4,301
8,3213840.12538881,2164538.83161796,156115,0.0720709170542172,0.035974885615374,99605,0.95,NA,0,NA,0,1e-04,1e-04,500,289,8,6,13,2,20,0,0,1,289
9,3084993.47373833,2114447.8698195,81275,0.0383839669878841,0.019159723204502,66288,0.95,NA,0,NA,0,1e-04,1e-04,500,280,4,1,4,3,8,0,0,1,280
10,2994099.37311833,2089065.81900606,40009,0.019084869960835,0.00952639486061806,38846,0.95,NA,0,NA,0,1e-04,1e-04,500,275,2,2,4,0,5,0,0,0,275
11,2925454.16899801,2076446.13041163,41900,0.0201171945934056,0.0100416895466385,43409,0.95,NA,0,NA,0,1e-04,1e-04,500,265,6,3,8,3,13,0,0,0,265
12,2857991.24951004,2060261.54683962,132075,0.0640543179895995,0.0319733237349142,63366,0.95,NA,0,NA,0,1e-04,1e-04,500,256,5,1,14,4,18,0,0,1,256
