"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a13 t1",0.8935206,0.041452,0.7813019,0.951716,"     ",""
"S g12 c1 a17 t5",0.955203,0.0246449,0.8733518,0.9850597,"     ",""
"S g12 c1 a21 t9",0.6971674,0.0941006,0.4900646,0.8465036,"     ",""
"S g13 c1 a25 t12",0.7567775,0.0443235,0.6599605,0.8330038,"     ",""
"S g17 c1 a25 t8",0.9664641,0.0173046,0.9100763,0.987961,"     ",""
"S g21 c1 a25 t4",0.9189723,0.0206787,0.8680881,0.9513287,"     ",""
"S g61 c1 a73 t12",0.9498105,0.0561054,0.6533167,0.9947656,"     ",""
"S g65 c1 a73 t8",0.9943272,0.0056532,0.9609097,0.9992005,"     ",""
"S g68 c1 a73 t4",0.9857104,0.0163741,0.8760304,0.9985171,"     ",""
"r g17 c1 a25 t8",0.5960335,0.3009231,0.1129819,0.9447247,"     ",""
"r g65 c1 a73 t8",0.9999808,0.0151378,2.903382e-304,1,"     ",""
"R g12 c1 a13 t1",0.0335143,0.007885,0.0210657,0.0529217,"     ",""
"R g12 c1 a17 t5",0.0453987,0.0102315,0.0290701,0.0702355,"     ",""
"R g12 c1 a21 t9",0.0182029,0.0043247,0.0114064,0.0289304,"     ",""
"R g13 c1 a25 t12",0.0273772,0.0031175,0.0218864,0.0341974,"     ",""
"R g17 c1 a25 t8",0.0673398,0.005914,0.0566336,0.0798984,"     ",""
"R g21 c1 a25 t4",0.0500126,0.0056898,0.0399677,0.062418,"     ",""
"R g61 c1 a73 t12",0.0109661,0.0040539,0.0053011,0.0225475,"     ",""
"R g65 c1 a73 t8",0.0276543,0.0098462,0.0136857,0.0550841,"     ",""
"R g68 c1 a73 t4",0.0203162,0.0074437,0.0098651,0.0413763,"     ",""
"p g12 c1 a14 t2",0,0,0,0,"Fixed",""
"r g12 c1 a13 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a13 t1",1,0,1,1,"Fixed",""
