"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.9308213,0.0428475,0.7850224,0.980229,"     ",""
"S g12 c1 a18 t5",0.9755897,0.0205433,0.8805092,0.9954079,"     ",""
"S g12 c1 a22 t9",0.8663738,0.0857927,0.6027154,0.9651674,"     ",""
"S g12 c1 a25 t12",0.7828234,0.0632273,0.6348939,0.8819599,"     ",""
"S g16 c1 a25 t8",0.9569324,0.0250111,0.8711854,0.9864862,"     ",""
"S g20 c1 a25 t4",0.8820825,0.0357777,0.7921794,0.9362246,"     ",""
"S g59 c1 a73 t12",0.945156,0.0368947,0.8102775,0.9858236,"     ",""
"S g62 c1 a73 t8",0.9906744,0.0015451,0.9871035,0.9932633,"     ",""
"S g66 c1 a73 t4",0.9728,0.0192187,0.8959827,0.9933109,"     ",""
"r g16 c1 a25 t8",0.5645937,0.3226425,0.0900829,0.9443953,"     ",""
"r g62 c1 a73 t8",0.9999995,0,0.9999995,0.9999995,"     ",""
"R g12 c1 a14 t1",0.0312864,0.0101365,0.0164909,0.0585659,"     ",""
"R g12 c1 a18 t5",0.0583435,0.0158892,0.0339558,0.0984617,"     ",""
"R g12 c1 a22 t9",0.0276609,0.0104416,0.0131176,0.0573908,"     ",""
"R g12 c1 a25 t12",0.0337603,0.0093307,0.0195553,0.0576769,"     ",""
"R g16 c1 a25 t8",0.0707165,0.0089674,0.0550344,0.0904396,"     ",""
"R g20 c1 a25 t4",0.0381539,0.0081825,0.0249834,0.0578555,"     ",""
"R g59 c1 a73 t12",0.0087619,0.0053762,0.0026204,0.0288808,"     ",""
"R g62 c1 a73 t8",0.018888,0.0109817,0.00599,0.0579403,"     ",""
"R g66 c1 a73 t4",0.0099356,0.0061787,0.0029214,0.0332287,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
