"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.8534394,0.0522824,0.7196198,0.9296349,"     ",""
"S g12 c1 a18 t5",0.9643762,0.0210216,0.8908202,0.988989,"     ",""
"S g12 c1 a22 t9",0.7408909,0.0852182,0.5450128,0.8722129,"     ",""
"S g12 c1 a25 t12",0.789287,0.0402838,0.699704,0.8575852,"     ",""
"S g16 c1 a25 t8",0.9725751,0.0149868,0.9218113,0.9907127,"     ",""
"S g20 c1 a25 t4",0.8841022,0.0290791,0.8139113,0.9300918,"     ",""
"S g60 c1 a73 t12",0.7159259,0.153073,0.3656621,0.9167934,"     ",""
"S g64 c1 a73 t8",0.9597748,0.0360847,0.7925333,0.9933347,"     ",""
"S g68 c1 a73 t4",0.8369317,0.1069687,0.5248181,0.9597589,"     ",""
"r g16 c1 a25 t8",0.4018397,0.2167439,0.1029198,0.7973131,"     ",""
"r g64 c1 a73 t8",0.2553981,0.2361742,0.0291937,0.7964285,"     ",""
"R g12 c1 a14 t1",0.0231318,0.0057313,0.0141992,0.0374702,"     ",""
"R g12 c1 a18 t5",0.0309982,0.0072909,0.0194917,0.0489582,"     ",""
"R g12 c1 a22 t9",0.0120185,0.0035889,0.0066821,0.0215243,"     ",""
"R g12 c1 a25 t12",0.0156389,0.0030413,0.0106715,0.0228651,"     ",""
"R g16 c1 a25 t8",0.040104,0.0035721,0.0336594,0.0477215,"     ",""
"R g20 c1 a25 t4",0.0299983,0.0037603,0.0234434,0.0383141,"     ",""
"R g60 c1 a73 t12",0.0120218,0.0052424,0.0050967,0.0280904,"     ",""
"R g64 c1 a73 t8",0.0310065,0.0121741,0.0142557,0.0661196,"     ",""
"R g68 c1 a73 t4",0.023138,0.0093342,0.010433,0.0505248,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
