"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a12 t1",0.7888914,0.0413348,0.6967341,0.8587223,"     ",""
"S g12 c1 a16 t5",0.9211765,0.0236099,0.8607014,0.9567172,"     ",""
"S g12 c1 a20 t9",0.6891184,0.0630583,0.5545542,0.7978503,"     ",""
"S g14 c1 a25 t12",0.8312142,0.0293699,0.7656572,0.8812755,"     ",""
"S g18 c1 a25 t8",0.962913,0.01234,0.9295256,0.9808096,"     ",""
"S g22 c1 a25 t4",0.8924977,0.0202017,0.8460338,0.9261635,"     ",""
"S g62 c1 a73 t12",0.7539025,0.110073,0.4891793,0.9074056,"     ",""
"S g66 c1 a73 t8",0.941694,0.0380268,0.8060472,0.9843178,"     ",""
"S g70 c1 a73 t4",0.8377784,0.0829901,0.6094323,0.9447293,"     ",""
"r g18 c1 a25 t8",0.3206236,0.1056062,0.1543137,0.5496722,"     ",""
"r g66 c1 a73 t8",0.0859119,0.0742501,0.0145178,0.3748537,"     ",""
"R g12 c1 a12 t1",0.0232416,0.0040413,0.0165089,0.0326291,"     ",""
"R g12 c1 a16 t5",0.0433078,0.0066823,0.0319453,0.0584677,"     ",""
"R g12 c1 a20 t9",0.0193764,0.0040513,0.012843,0.0291353,"     ",""
"R g14 c1 a25 t12",0.0179644,0.0026407,0.0134581,0.0239429,"     ",""
"R g18 c1 a25 t8",0.0402235,0.0029447,0.0348324,0.0464088,"     ",""
"R g22 c1 a25 t4",0.0215542,0.0025492,0.0170853,0.0271597,"     ",""
"R g62 c1 a73 t12",0.0127806,0.0047975,0.0061068,0.0265527,"     ",""
"R g66 c1 a73 t8",0.0288049,0.0100516,0.0144541,0.056586,"     ",""
"R g70 c1 a73 t4",0.0153507,0.0055734,0.007511,0.0311163,"     ",""
"p g12 c1 a13 t2",0,0,0,0,"Fixed",""
"r g12 c1 a12 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a12 t1",1,0,1,1,"Fixed",""
