"","estimate","se","lcl","ucl","fixed","note"
"S g12 c1 a14 t1",0.8912009,0.0388412,0.7888364,0.9472604,"     ",""
"S g12 c1 a18 t5",0.9380902,0.0248562,0.8675323,0.9722674,"     ",""
"S g12 c1 a22 t9",0.702705,0.0884627,0.5075633,0.8442464,"     ",""
"S g12 c1 a25 t12",0.7984354,0.036517,0.7174431,0.860719,"     ",""
"S g16 c1 a25 t8",0.9621121,0.0145962,0.9205379,0.9823519,"     ",""
"S g20 c1 a25 t4",0.9320997,0.020235,0.8800336,0.9625309,"     ",""
"S g60 c1 a73 t12",0.63217,0.1731226,0.2854248,0.8808794,"     ",""
"S g64 c1 a73 t8",0.9167886,0.0571172,0.7174841,0.9795071,"     ",""
"S g68 c1 a73 t4",0.8562383,0.0912262,0.5822019,0.9622019,"     ",""
"r g16 c1 a25 t8",0.2871364,0.1094456,0.1237565,0.5346103,"     ",""
"r g64 c1 a73 t8",0.0878426,0.0762325,0.0147011,0.3833124,"     ",""
"R g12 c1 a14 t1",0.0149702,0.0038242,0.0090588,0.0246431,"     ",""
"R g12 c1 a18 t5",0.0262457,0.006199,0.0164787,0.041557,"     ",""
"R g12 c1 a22 t9",0.0096372,0.0028641,0.005375,0.0172206,"     ",""
"R g12 c1 a25 t12",0.0158471,0.0029188,0.0110347,0.0227101,"     ",""
"R g16 c1 a25 t8",0.0426962,0.0034461,0.0364297,0.0499847,"     ",""
"R g20 c1 a25 t4",0.0245313,0.0032103,0.0189669,0.0316755,"     ",""
"R g60 c1 a73 t12",0.0103493,0.0048209,0.0041397,0.0256337,"     ",""
"R g64 c1 a73 t8",0.0281503,0.0118494,0.0122419,0.0634044,"     ",""
"R g68 c1 a73 t4",0.01607,0.007059,0.0067622,0.0377032,"     ",""
"p g12 c1 a15 t2",0,0,0,0,"Fixed",""
"r g12 c1 a14 t1",1e-04,0,1e-04,1e-04,"Fixed",""
"F g12 c1 a14 t1",1,0,1,1,"Fixed",""
